    0.139208143364818987E+00    0.272942012177304960E+00    0.403180955039396105E-01    0.850155868610306982E+02    0.245830469861181360E+07    0.176320272305315294E-01    0.416719660996442443E+01    0.376760450740501796E+00    0.132651212255178470E-01    0.531709677738006370E+00    0.649281878847444816E+00    0.519574891714022233E+05
    0.136448388120216146E+00    0.281139155737961610E+00    0.458119139638496764E-01    0.845530944987947066E+02    0.245830469861913333E+07    0.176085092076930447E-01    0.403976350250065419E+01    0.433975876528979287E+00    0.297252122881084234E-01    0.300834435760262309E+00    0.615953429887327153E+00    0.519584774313699745E+05
    0.140294449868519300E+00    0.276465686879618200E+00    0.425719156802266685E-01    0.853003785948228597E+02    0.245830469861574983E+07    0.176979481601052535E-01    0.394029869503827390E+01    0.372223515179524900E+00    0.863144850158665267E-01    0.530963749183283262E+00    0.584234141561795872E+00    0.519585965528841043E+05
    0.146027982027664122E+00    0.284886894630851872E+00    0.448880877694234626E-01    0.840818295998158476E+02    0.245830469861744065E+07    0.177588224255165184E-01    0.380838680372128602E+01    0.487870502940341733E+00    0.178769064426496677E+00    0.323857012627915053E+00    0.582200425049137715E+00    0.519586305778435490E+05
    0.138732753420271110E+00    0.268866430498059861E+00    0.447482490297014188E-01    0.867634412969987494E+02    0.245830469861807907E+07    0.177314920967094405E-01    0.431306582864804966E+01    0.390667090396284500E+00    0.206609331258273445E-01    0.203343417197526494E+00    0.608829005310499216E+00    0.519593182731778361E+05
    0.142917393886372923E+00    0.269909130060695335E+00    0.359668985804251981E-01    0.853246345145791025E+02    0.245830469861488044E+07    0.178309617614742164E-01    0.400533943076671939E+01    0.395802608139109058E+00    0.209483063054119976E-02    0.425481552442821820E+00    0.636705559872537519E+00    0.519598355832521629E+05
    0.144231904581144682E+00    0.283913969621898743E+00    0.336803531071775616E-01    0.842517790314633146E+02    0.245830469861384574E+07    0.177617927788108927E-01    0.365459906257618972E+01    0.397051519171534695E+00    0.223373859268045899E+00    0.386560070286863844E+00    0.681122803409525690E+00    0.519601212415527480E+05
    0.136793123748809337E+00    0.288275347946233995E+00    0.283867364716636761E-01    0.827362102853954582E+02    0.245830469861992588E+07    0.178100651268323154E-01    0.355917400765432435E+01    0.424750341817490329E+00    0.118231157167015405E+00    0.221237779987253164E+00    0.583928187018464273E+00    0.519602906992844946E+05
    0.141146977746496260E+00    0.281538763847243523E+00    0.356332271997025704E-01    0.843756641656072901E+02    0.245830469861229835E+07    0.177371809596102263E-01    0.380476012535097885E+01    0.389207319668098795E+00    0.118157377994237110E-01    0.449943441536587441E+00    0.510107712562571924E+00    0.519603270158803789E+05
    0.143747281607257638E+00    0.278558369323646804E+00    0.432628987483562391E-01    0.847250503760155027E+02    0.245830469861849071E+07    0.175573491256162881E-01    0.405529631790020417E+01    0.393470042364630790E+00    0.242358251891629274E-01    0.521583940653898903E+00    0.684576875902827564E+00    0.519604608384024032E+05
    0.137464526495358147E+00    0.276322145451432577E+00    0.336980566903075304E-01    0.847702889067639802E+02    0.245830469861726649E+07    0.178856187391341764E-01    0.384535754702580101E+01    0.499139076891730760E+00    0.111918570949555402E+00    0.424776691203263668E+00    0.604229235967048472E+00    0.519604669970091200E+05
    0.139658186426939113E+00    0.282967152509381537E+00    0.410168893321052816E-01    0.837446697257434636E+02    0.245830469861737452E+07    0.177249979076879241E-01    0.378551358536588811E+01    0.472236795159606482E+00    0.109711140211564223E+00    0.559762746214344964E+00    0.676109656121115510E+00    0.519605574215885135E+05
    0.142660237982901145E+00    0.270963399284783191E+00    0.323197962067114652E-01    0.847881874709531189E+02    0.245830469861580199E+07    0.176922017871248734E-01    0.412391011419947340E+01    0.344495990922078055E+00    0.236398233584492017E-02    0.401107887103702432E+00    0.603048418854334245E+00    0.519606595971436400E+05
    0.142463109275749900E+00    0.277162120479888419E+00    0.297507194436993153E-01    0.839803587014665709E+02    0.245830469862064207E+07    0.176549232336736112E-01    0.387823968725936163E+01    0.364098889760402944E+00    0.823216979916995550E-01    0.443413375693476386E+00    0.588546006427845270E+00    0.519606608129963570E+05
    0.144571723999644630E+00    0.279420029713263740E+00    0.296142645039637054E-01    0.837953062705368694E+02    0.245830469861973776E+07    0.178645130302263408E-01    0.362883364144170617E+01    0.368420237243437421E+00    0.229794669658446693E+00    0.367647383859058652E+00    0.658425473005104123E+00    0.519609438218365030E+05
    0.136904463101206797E+00    0.278354765609990895E+00    0.343823823945828763E-01    0.846300953610431463E+02    0.245830469861765252E+07    0.178944814538976316E-01    0.375659790195849030E+01    0.401694511735967874E+00    0.199547566020835954E-01    0.423688745519624543E+00    0.631806027514173030E+00    0.519612881259558126E+05
    0.138330095667811959E+00    0.282161364232331069E+00    0.281991936056335268E-01    0.833008813934328458E+02    0.245830469861762365E+07    0.176252189504755678E-01    0.378872182543304703E+01    0.414540610419892985E+00    0.125884194560705487E+00    0.423733048947602775E+00    0.659853804994337767E+00    0.519613155252954530E+05
    0.146796378144559092E+00    0.280174816191153586E+00    0.367778484863626534E-01    0.844932729426137286E+02    0.245830469862093497E+07    0.177930476357618904E-01    0.376592932977449735E+01    0.433532987992304997E+00    0.103167587869866198E+00    0.524567762995614695E+00    0.661110225167873988E+00    0.519613521959161080E+05
    0.141385773271425680E+00    0.274167004819937943E+00    0.309615788485142727E-01    0.839992360262298092E+02    0.245830469861731306E+07    0.177174122702714772E-01    0.397206920913294637E+01    0.353791425857179709E+00    0.283551214335229854E-01    0.590685748713403846E+00    0.655704154338316414E+00    0.519613842903044788E+05
    0.140382277171835490E+00    0.279507416196820402E+00    0.304952271963558758E-01    0.839647377099031473E+02    0.245830469861773960E+07    0.179481952414792360E-01    0.362752004854986376E+01    0.468616509095890921E+00    0.297546340752928240E+00    0.458543040458098461E+00    0.603802813022061846E+00    0.519614670306635016E+05
    0.138878524449035257E+00    0.278985399004233858E+00    0.382740662669301818E-01    0.847428591932144144E+02    0.245830469861628255E+07    0.176726286441026663E-01    0.391467822291950895E+01    0.456366305576299702E+00    0.883487323531052665E-01    0.468398258768385867E+00    0.648205004683626296E+00    0.519615114295719832E+05
    0.142244353352303177E+00    0.267462928452246285E+00    0.389507852898184348E-01    0.862813355744457340E+02    0.245830469861593051E+07    0.176765251864366285E-01    0.422198925375460554E+01    0.315677483910959178E+00    0.196392429594756390E+00    0.493911741516792679E+00    0.545002282709719732E+00    0.519615964973911541E+05
    0.131305943335504799E+00    0.282120585561078052E+00    0.356569448584950696E-01    0.832700299000233741E+02    0.245830469861752773E+07    0.176071574461217004E-01    0.392187625925095373E+01    0.384719823347637824E+00    0.182981388404436868E+00    0.543470958635232648E+00    0.664343383990721570E+00    0.519616392014241574E+05
    0.142304271956834649E+00    0.281122808131233415E+00    0.308114361813702220E-01    0.833658515214147968E+02    0.245830469861466065E+07    0.178147355123904026E-01    0.370387030930740746E+01    0.470821136949032826E+00    0.246119549279734423E+00    0.425641457873207951E+00    0.531819881300528707E+00    0.519616480270347820E+05
    0.131926744768424864E+00    0.284837790239443334E+00    0.344345770474740742E-01    0.841401092505085586E+02    0.245830469861676311E+07    0.177401637376287079E-01    0.372350068828964886E+01    0.417630226912944325E+00    0.623995843235139180E-01    0.320681493495194758E+00    0.563827023106118652E+00    0.519616911849099924E+05
    0.143491423845956118E+00    0.284887928011136937E+00    0.340223487830110735E-01    0.831488998160585169E+02    0.245830469861548254E+07    0.178155128919784238E-01    0.363260270335828794E+01    0.436368721884726307E+00    0.202362991422516764E+00    0.219484554875249732E+00    0.547699971929305973E+00    0.519617291888122854E+05
    0.142350848655119988E+00    0.272198170171838449E+00    0.380928974959280908E-01    0.854936072640393547E+02    0.245830469861820433E+07    0.178618644377834500E-01    0.395026542248916090E+01    0.424773274842488946E+00    0.110510672000149787E+00    0.577679014650001266E+00    0.644528246924294335E+00    0.519617872426330578E+05
    0.148721251267094789E+00    0.282356177596850000E+00    0.301392560072700558E-01    0.837552587341856452E+02    0.245830469861900574E+07    0.177614496242363765E-01    0.370493143454351648E+01    0.423110484440248236E+00    0.200279016975127677E+00    0.551441487414152665E+00    0.657205214469819166E+00    0.519618792515564273E+05
    0.137650302423723087E+00    0.281323040053123752E+00    0.393968716528199300E-01    0.840011131788467651E+02    0.245830469861790817E+07    0.177279193000874948E-01    0.383530710601947877E+01    0.494234504447431333E+00    0.248364410545221903E+00    0.288561644412661022E+00    0.503715519799086464E+00    0.519618794186589366E+05
    0.139553372770653411E+00    0.277991749865557802E+00    0.388135474496799776E-01    0.851415297283149499E+02    0.245830469861841621E+07    0.177923064113050984E-01    0.381638589054851307E+01    0.376356545478189308E+00    0.137299210247631646E-01    0.222188364278688377E+00    0.578606217882299823E+00    0.519619243607789977E+05
    0.137424278900181163E+00    0.273884110067797448E+00    0.415680902331342153E-01    0.852998576122796521E+02    0.245830469862036081E+07    0.176612376781030804E-01    0.419792559757271899E+01    0.384521719476286994E+00    0.215781688999162974E+00    0.295021602019109763E+00    0.585789569978703351E+00    0.519619760316456232E+05
    0.138988413357401613E+00    0.278545509308443462E+00    0.354861484797730151E-01    0.837376710745343047E+02    0.245830469861528929E+07    0.176577004830861112E-01    0.392861058408985953E+01    0.431345633891271063E+00    0.154956184754335924E+00    0.597820154714995722E+00    0.612717861441857137E+00    0.519620079733555103E+05
    0.142359582831240505E+00    0.274998700666746643E+00    0.297347081197621883E-01    0.841225081857845538E+02    0.245830469861742202E+07    0.176276495098277967E-01    0.399323079769409883E+01    0.346118521053741524E+00    0.675746733524143495E-01    0.358518878825528908E+00    0.599432856522429502E+00    0.519620615551126102E+05
    0.132913626844762656E+00    0.274248549740256031E+00    0.326948085107028122E-01    0.848889147567953586E+02    0.245830469861756824E+07    0.176813632567195400E-01    0.399932431817825629E+01    0.369484762960508251E+00    0.974661933668812819E-01    0.229712324763649917E+00    0.519576127658645692E+00    0.519621463196903496E+05
    0.144951386425180434E+00    0.269659096510547314E+00    0.383573103323279069E-01    0.859192989675179177E+02    0.245830469861629698E+07    0.175939960592181796E-01    0.422598737211800479E+01    0.323498790302849559E+00    0.895182701936017150E-01    0.485493941152448927E+00    0.665801479354059977E+00    0.519622013365737657E+05
    0.135614546422524573E+00    0.282156072537031566E+00    0.356936031906669587E-01    0.840476028224276064E+02    0.245830469862030353E+07    0.178054922116073454E-01    0.379865478887220620E+01    0.417915755284486767E+00    0.164902364179057209E+00    0.539087560050902748E+00    0.531041472287670291E+00    0.519622409402315607E+05
    0.142368019364696424E+00    0.276665674701410957E+00    0.374880321861464152E-01    0.844014760583697807E+02    0.245830469861727720E+07    0.176256142984883984E-01    0.406985168582494961E+01    0.459476399364700305E+00    0.210778425888855682E-01    0.409689715093476681E+00    0.673446731874681848E+00    0.519622441583951440E+05
    0.139762874842356999E+00    0.269510474573748215E+00    0.434815052406811522E-01    0.861160429297392369E+02    0.245830469861689163E+07    0.177450844908139359E-01    0.421852650524179840E+01    0.327780527409810396E+00    0.190963487714714886E+00    0.247968654840095948E+00    0.503839565538485079E+00    0.519623473348440384E+05
    0.135737173549127010E+00    0.280726069488295149E+00    0.400729044348838159E-01    0.850482260649987012E+02    0.245830469861623272E+07    0.176550735768405791E-01    0.396521093091677646E+01    0.383737274354692182E+00    0.621505966329124124E-01    0.327846790968624124E+00    0.565089311049512322E+00    0.519623497672185040E+05
    0.131276481213979113E+00    0.273349781606202824E+00    0.377324589061208832E-01    0.848603983769206138E+02    0.245830469861706207E+07    0.176559997841401022E-01    0.407977434221204227E+01    0.360827811890235162E+00    0.111408360780155175E+00    0.298700208674371748E+00    0.556520042088113120E+00    0.519624472120552746E+05
    0.140374690199853464E+00    0.291680710685758626E+00    0.319919495269626042E-01    0.826368081201371609E+02    0.245830469861527625E+07    0.178414125945061189E-01    0.344632075599237275E+01    0.476805587990117741E+00    0.264801206028456748E+00    0.355749424512853740E+00    0.525637230162546820E+00    0.519624812925506412E+05
    0.137116841611669454E+00    0.284972969200537607E+00    0.410051352627408480E-01    0.836326214247092139E+02    0.245830469861847442E+07    0.176405334302551474E-01    0.388006328908860088E+01    0.441676586438102703E+00    0.936194992756228112E-01    0.572611709111197964E+00    0.538759112965101927E+00    0.519625463358770212E+05
    0.142288856868657693E+00    0.274043959579762353E+00    0.429373795878404477E-01    0.853223025870147893E+02    0.245830469861450791E+07    0.177260251934870071E-01    0.410024897979061898E+01    0.351839308518918870E+00    0.617725360615720281E-01    0.222518808429904763E+00    0.664649138190304134E+00    0.519625616040945679E+05
    0.145635340779840194E+00    0.277949617968399953E+00    0.310295905340664535E-01    0.843002334916731684E+02    0.245830469861669792E+07    0.177606513834582917E-01    0.379042558873391178E+01    0.439785306744795546E+00    0.239667338515396899E+00    0.582572461342150683E+00    0.600829387649579827E+00    0.519625761255020116E+05
    0.142107343944300191E+00    0.282968036897198516E+00    0.284618426389268951E-01    0.831321175361958069E+02    0.245830469861772750E+07    0.177077581060738169E-01    0.369623128203902906E+01    0.438906660430891771E+00    0.180778813886623424E+00    0.326761833149125103E+00    0.668329584243153030E+00    0.519626065559159397E+05
    0.141516133931869459E+00    0.269824296816894627E+00    0.412365615127031904E-01    0.856268308609466260E+02    0.245830469861820526E+07    0.177650097146189179E-01    0.418332488437799466E+01    0.376120833658361409E+00    0.247983676418318082E-01    0.232958513019426161E+00    0.697538296545143766E+00    0.519626764550025982E+05
