CSS_J003604.4-010814 9.01850 -0.86261 0.31051
CSS_J004949.7-011212 12.45717 -0.79661 0.36595
CSS_J005438.5-010221 13.66058 -0.96064 0.27030
CSS_J010056.6-022804 15.23617 -1.53214 0.22078
CSS_J005711.0-010735 14.29600 -0.87350 0.34499
CSS_J010425.2-003041 16.10500 0.51156 0.32136
CSS_J012625.3-012244 21.60562 -0.62111 0.35215
CSS_J013230.5-022503 23.12733 -1.58244 0.24680
CSS_J013130.1-013214 22.87554 -0.46258 0.24027
CSS_J013415.8-010040 23.56612 -0.98875 0.24682
CSS_J014605.4-014448 26.52287 -0.25317 0.52122
CSS_J014458.1-013526 26.24246 -0.40931 0.28672
CSS_J015353.0-013616 28.47117 -0.39539 0.28322
CSS_J015853.6-013432 29.72354 -0.42436 0.23616
CSS_J015403.5-011806 28.51467 -0.69825 0.44286
CSS_J015417.8-011740 28.57429 -0.70553 0.30304
CSS_J020850.8-023232 32.21171 -1.45772 0.27026
CSS_J021930.8-014451 34.87867 -0.25250 0.35315
CSS_J023501.5-023050 38.75637 -1.48606 0.35546
CSS_J024327.3-024416 40.86388 -1.26211 0.36615
CSS_J024721.8-011437 41.84121 -0.75636 0.29358
CSS_J025033.9-023526 42.64150 -1.40933 0.30156
CSS_J025621.9-022735 44.09129 -1.54008 0.28421
CSS_J025641.8-021856 44.17429 -1.68419 0.31165
CSS_J025250.7-012951 43.21125 -0.50225 0.26065
CSS_J030217.5-012804 45.57325 -0.53208 0.28064
CSS_J031703.4-011023 49.26442 -0.82672 0.27793
CSS_J034548.6-010903 56.45287 -0.84894 0.37029
CSS_J042754.8-011456 66.97854 -0.75100 0.36155
CSS_J042519.8-010428 66.33254 -0.92539 0.23264
CSS_J043643.3-010959 69.18054 -0.83344 0.30301
CSS_J050210.6-010707 75.54446 -0.88139 0.39432
CSS_J050721.5-011500 76.83992 -0.74986 0.27751
CSS_J051905.4-022145 79.77271 -1.63733 0.32238
CSS_J053025.1-023032 82.60462 -1.49086 0.46542
CSS_J053546.2-015416 83.94283 -0.09544 0.29023
CSS_J052909.7-012507 82.29050 -0.58119 0.35670
CSS_J081211.8-021518 123.04929 -1.74497 0.33729
CSS_J081228.7-020205 123.11996 -1.96514 0.30587
CSS_J080546.5-015845 121.44400 -0.02058 0.78492
CSS_J080508.2-014245 121.28442 -0.28725 0.32219
CSS_J080634.4-011910 121.64367 -0.68039 0.31522
CSS_J081418.6-010939 123.57779 -0.83914 0.37081
CSS_J080613.5-010748 121.55642 -0.86989 0.35075
CSS_J081719.7-021844 124.33246 -1.68756 0.40584
CSS_J081514.3-020638 123.80983 -1.88939 0.38685
CSS_J081737.3-020354 124.40571 -1.93497 0.27071
CSS_J082244.2-015843 125.68446 -0.02133 0.90697
CSS_J081651.8-015431 124.21600 -0.09119 0.42985
CSS_J082004.6-014325 125.01925 -0.27639 0.25343
CSS_J081611.8-013908 124.04933 -0.34769 0.26343
CSS_J081747.9-013842 124.44967 -0.35475 0.25200
CSS_J081741.5-013813 124.42304 -0.36289 0.31138
CSS_J081628.8-013724 124.12025 -0.37664 0.30533
CSS_J082202.5-013518 125.51054 -0.41147 0.51132
CSS_J082452.6-013102 126.21950 -0.48261 0.31221
CSS_J082555.1-012555 126.47975 -0.56783 0.44912
CSS_J081848.3-012245 124.70125 -0.62081 0.29551
CSS_J082212.3-012146 125.55154 -0.63706 0.28209
CSS_J082459.8-011535 126.24925 -0.74022 0.39662
CSS_J082428.8-010607 126.12012 -0.89783 0.43409
CSS_J082536.9-010458 126.40404 -0.91700 0.37561
CSS_J082316.6-010410 125.81942 -0.93053 0.58931
CSS_J083411.8-023808 128.54937 -1.36419 0.24461
CSS_J083104.2-023655 127.76762 -1.38472 0.25277
CSS_J083359.9-023452 128.49992 -1.41872 0.39453
CSS_J083403.5-022900 128.51475 -1.51647 0.24523
CSS_J083158.7-022549 127.99471 -1.56964 0.33857
CSS_J082727.9-021737 126.86637 -1.70636 0.25898
CSS_J083723.3-020900 129.34713 -1.84983 0.31662
CSS_J082706.5-020541 126.77742 -1.90525 0.25189
CSS_J083643.8-020144 129.18258 -1.97106 0.27436
CSS_J082738.9-020034 126.91237 -1.99050 0.38079
CSS_J082941.8-015938 127.42454 -0.00589 0.38726
CSS_J083017.0-015210 127.57104 -0.13033 0.32451
CSS_J083045.7-013259 127.69054 -0.45014 0.37513
CSS_J083219.0-012642 128.07921 -0.55475 0.31488
CSS_J083641.4-004927 129.17287 0.82439 0.41591
CSS_J083903.0-020735 129.76279 -1.87339 0.32145
CSS_J083732.1-015401 129.38396 -0.09950 0.29486
CSS_J083826.4-012544 129.61004 -0.57111 0.44594
CSS_J091047.4-010505 137.69779 -0.91511 0.27873
CSS_J091157.3-013104 137.98904 -0.48217 0.32890
CSS_J091309.8-011426 138.29087 -0.75936 0.28198
CSS_J095047.7-022729 147.69875 -1.54181 0.35321
CSS_J100319.8-020334 150.83275 -1.94042 0.38736
CSS_J100640.2-015718 151.66771 -0.04494 0.33820
CSS_J101239.9-023201 153.16633 -1.46631 0.26460
CSS_J101531.4-020608 153.88121 -1.89756 0.27790
CSS_J101319.7-014348 153.33246 -0.26997 0.28317
CSS_J101747.7-014006 154.44904 -0.33150 0.26784
CSS_J101746.9-013900 154.44542 -0.35000 0.29758
CSS_J101123.0-012643 152.84604 -0.55456 0.42921
CSS_J101356.9-012621 153.48712 -0.56069 0.32968
CSS_J100728.6-011257 151.86925 -0.78397 0.36598
CSS_J100814.7-010723 152.06133 -0.87694 0.25338
CSS_J102129.9-023034 155.37462 -1.49036 0.28420
CSS_J102648.9-011906 156.70400 -0.68156 0.25241
