J000228.5+130834 0.61906 13.14284 5.80000 2.73000e-03 nan
J000228.7+672622 0.61970 67.43952 10.80000 5.19000e-03 nan
J000229.3+622121 0.62209 62.35600 6.40000 1.83000e-03 nan
J000233.9+702226 0.64134 70.37390 5.40000 1.82000e-04 nan
J000236.2-002723 0.65100 -0.45650 4.00000 1.05000e-02 1.21628e-03
J000236.4+032659 0.65192 3.44977 4.20000 3.37000e-03 nan
J000246.8+032828 0.69535 3.47465 6.40000 1.05000e-03 nan
J000253.9-103129 0.72482 -10.52486 6.10000 4.43000e-03 nan
J000254.3+032720 0.72629 3.45557 4.80000 6.52000e-04 nan
J000256.9-002445 0.73732 -0.41270 5.00000 2.43000e-03 nan
J000257.6+621609 0.74037 62.26921 4.90000 9.39000e-04 3.83107e-05
J000258.5+444036 0.74387 44.67680 3.80000 5.38000e-02 nan
J000259.5+274922 0.74827 27.82278 8.00000 4.09000e-03 nan
J000259.5+701640 0.74820 70.27792 5.40000 4.79000e-04 3.52456e-04
J000259.8-001614 0.74941 -0.27056 7.40000 2.00000e-03 nan
J000300.0+032746 0.75023 3.46285 5.70000 1.23000e-03 nan
J000301.4+273848 0.75585 27.64687 4.10000 4.11000e-03 nan
J000312.7-001502 0.80330 -0.25072 4.60000 4.05000e-03 2.33261e-02
J000313.0+274046 0.80444 27.67947 4.10000 4.74000e-03 8.73747e-07
J000320.5-294924 0.83560 -29.82347 9.20000 2.00000e-03 4.46959e-03
J000324.3-294844 0.85143 -29.81237 5.00000 2.06000e-03 nan
J000325.3-294407 0.85558 -29.73537 5.20000 1.35000e-03 nan
J000327.4+273917 0.86447 27.65474 3.80000 1.37000e-02 nan
J000331.7+702201 0.88211 70.36715 6.10000 3.00000e-04 nan
J000332.2-294305 0.88438 -29.71806 4.60000 5.01000e-03 nan
J000335.2+701354 0.89686 70.23177 5.90000 4.58000e-04 nan
J000337.3+701751 0.90582 70.29759 6.30000 6.41000e-04 nan
J000340.2+622525 0.91789 62.42378 4.10000 7.36000e-03 1.36664e-04
J000341.2-295719 0.92192 -29.95532 6.00000 8.69000e-04 nan
J000342.6-115151 0.92756 -11.86428 4.90000 1.15000e-02 nan
J000350.6+702556 0.96085 70.43223 5.00000 2.50000e-04 nan
J000353.8-293911 0.97437 -29.65312 5.10000 2.63000e-03 nan
J000359.7+702627 0.99893 70.44087 3.90000 2.59000e-03 3.32760e-03
J000401.9+701918 1.00794 70.32169 3.40000 5.03000e-02 nan
J000404.7-114903 1.01972 -11.81750 5.00000 7.24000e-03 nan
J000411.6+462131 1.04875 46.35872 6.30000 2.09000e-03 nan
J000412.2-295759 1.05095 -29.96648 4.80000 2.61000e-03 6.04833e-03
J000416.1+461516 1.06714 46.25463 5.40000 4.21000e-03 nan
J000418.8-294932 1.07869 -29.82556 4.80000 8.32000e-04 2.05924e-03
J000423.4+701701 1.09788 70.28381 4.10000 1.47000e-03 nan
J000429.1-294722 1.12148 -29.78971 5.60000 1.07000e-03 nan
J000432.1+702019 1.13397 70.33869 4.20000 1.52000e-03 nan
J000435.7+201944 1.14879 20.32902 4.80000 1.23000e-02 nan
J000436.5+702943 1.15230 70.49549 7.30000 7.22000e-04 nan
J000443.7+702906 1.18224 70.48509 4.60000 4.99000e-04 1.18945e-03
J000453.2+701427 1.22167 70.24090 5.00000 6.85000e-04 nan
J000509.8+200627 1.29086 20.10771 4.50000 1.73000e-03 nan
J000514.1+702249 1.30877 70.38039 4.30000 1.17000e-03 1.02461e-04
J000520.0+202039 1.33360 20.34419 6.50000 1.42000e-03 nan
J000521.1+201500 1.33828 20.25025 6.80000 1.31000e-03 nan
J000521.7+200642 1.34064 20.11170 4.90000 2.42000e-04 nan
J000523.2+702843 1.34687 70.47872 6.00000 7.56000e-04 nan
J000523.3+382205 1.34731 38.36828 9.10000 1.13000e-03 nan
J000523.5+201636 1.34833 20.27676 6.30000 3.63000e-04 nan
J000524.3+201511 1.35139 20.25313 3.80000 1.24000e-03 nan
J000524.4+201157 1.35198 20.19931 4.80000 1.17000e-04 nan
J000526.0-062256 1.35845 -6.38234 4.80000 8.53000e-04 nan
J000527.1+202045 1.36318 20.34584 5.80000 3.95000e-04 nan
J000529.7+701443 1.37401 70.24528 6.20000 4.72000e-04 nan
J000532.9+200716 1.38721 20.12136 3.60000 3.03000e-03 nan
J000533.1+201340 1.38820 20.22796 4.00000 2.96000e-04 nan
J000534.0+200122 1.39183 20.02285 3.80000 2.63000e-03 8.73496e-05
J000534.4+201721 1.39334 20.28919 3.90000 5.36000e-04 nan
J000534.6+201236 1.39434 20.21025 4.40000 4.52000e-04 nan
J000536.2+201216 1.40090 20.20455 4.30000 3.54000e-04 nan
