1 144.25389 1.09597 3.06939 6.20952e-12 3.75958e-13
2 138.72274 4.44351 0.05064 4.42465e-12 7.13248e-14
3 134.07439 -1.63477 4.53863 3.99397e-12 3.46283e-13
4 130.10601 3.55091 0.99021 3.08623e-12 8.36850e-14
5 139.16552 0.72883 4.21666 2.03445e-12 2.41113e-13
6 131.17482 0.73796 0.42952 1.89086e-12 4.76589e-14
7 139.25976 -0.73750 3.13943 1.50937e-12 3.25999e-14
8 138.50145 5.11439 1.51153 1.44918e-13 1.40281e-14
9 138.50729 5.13067 5.00000 2.02117e-12 4.65816e-14
10 138.53457 -1.99570 0.09986 1.00118e-12 2.41565e-14
11 130.76228 3.03853 0.34664 1.35255e-12 3.39725e-14
12 127.48006 0.01915 0.41363 1.22357e-12 3.33811e-14
13 127.70500 2.27444 1.48431 1.59684e-12 2.50538e-13
14 138.58374 1.62999 0.13416 1.21874e-12 3.24742e-14
15 129.33928 2.98122 0.33553 1.10543e-12 3.12672e-14
16 128.48506 -1.02030 0.13136 1.01017e-12 4.44676e-14
17 128.50424 -1.02670 2.58057 5.19722e-14 7.81347e-15
18 139.53341 3.06792 1.63498 1.00165e-12 4.84553e-14
19 134.83589 0.78666 0.43856 1.01482e-12 2.96494e-14
20 141.00394 5.56287 0.44745 3.26410e-12 1.03924e-13
21 142.77518 3.07969 0.37408 8.43653e-13 4.65348e-14
22 141.06125 3.15007 0.40565 8.56147e-13 2.62894e-14
23 139.04262 1.88520 0.45049 8.90846e-13 2.78450e-14
24 137.29271 1.35988 0.35940 7.72484e-13 2.58227e-14
25 140.42734 2.51763 0.44898 6.44653e-13 2.11136e-14
26 130.92587 4.72626 0.45149 7.72989e-13 2.69339e-14
27 129.25883 2.75996 0.14328 7.36713e-13 2.49304e-14
28 142.82443 3.52188 4.28583 7.32977e-13 1.38755e-13
29 138.39022 -0.71412 0.47428 7.46535e-13 2.53078e-14
30 138.38608 -0.73507 2.49722 3.51882e-14 6.63022e-15
31 143.82601 2.07100 0.54416 6.92089e-13 2.43129e-14
32 135.96715 -0.89799 0.45952 7.03678e-13 2.44933e-14
33 130.29517 2.49753 0.48859 6.68912e-13 2.38738e-14
34 136.19187 2.14549 0.49808 5.74684e-13 2.13186e-14
35 135.83581 4.96170 0.12622 1.85444e-12 7.14334e-14
36 134.10146 -0.61229 0.47994 6.81273e-13 2.42624e-14
37 144.30148 3.24730 3.48751 2.35017e-14 7.15167e-15
38 144.30350 3.28114 5.00000 6.54924e-14 1.25881e-14
39 144.30894 3.26017 0.55178 5.85620e-13 2.37704e-14
40 144.30388 3.26143 2.92628 4.42811e-14 1.04676e-14
41 129.64232 -0.41109 0.45543 5.96492e-13 2.26114e-14
42 129.64385 -0.42974 3.20848 2.60080e-14 5.59031e-15
43 128.63058 -0.72618 0.48349 6.40649e-13 2.34958e-14
44 143.26384 4.87679 0.48945 5.68172e-13 2.20140e-14
45 134.75046 -2.00770 0.51107 3.91531e-13 1.40245e-14
46 133.16693 5.20468 0.53623 7.09804e-13 2.91465e-14
47 138.21122 3.87265 0.43648 5.66762e-13 2.21761e-14
48 135.62704 0.60451 0.52432 4.39224e-13 1.68736e-14
49 139.69570 -0.99134 0.51764 4.59046e-13 1.77786e-14
50 141.05993 -1.71972 0.50751 3.24730e-13 1.35795e-14
51 134.81560 1.30032 0.41630 5.01303e-13 2.06850e-14
52 134.76666 2.08440 0.56191 5.03533e-13 2.06961e-14
53 129.54981 -1.99299 0.97582 6.90973e-13 2.67948e-14
54 131.60439 4.68604 0.46676 7.22108e-13 3.13091e-14
55 138.74813 2.58660 3.66799 5.08423e-13 2.08887e-14
56 136.93094 1.55763 0.57661 5.11784e-13 2.13341e-14
57 143.64149 3.11256 0.60596 4.89646e-13 2.06100e-14
58 136.92061 -1.60555 0.52061 2.64473e-13 1.13429e-14
59 138.65781 2.76624 0.57633 4.99593e-13 2.06873e-14
60 140.13002 1.59189 0.56463 3.92055e-13 1.61875e-14
61 143.16872 2.55915 0.74974 4.66322e-13 2.03443e-14
62 130.92948 4.05987 0.47329 5.04553e-13 2.12922e-14
63 131.59341 3.22288 0.62795 5.08098e-13 2.21187e-14
