4FGL_J0039.1+6257 9.78620 62.96030 0.05320 0.05120 -54.51000 1.25510e-02 1.60592e-03 0.74166 0.20190
4FGL_J0212.1+5321 33.04450 53.35070 0.04080 0.03980 -63.89000 1.10887e-02 1.38565e-03 1.06107 0.14146
4FGL_J0237.8+5238 39.47340 52.63470 0.05920 0.05860 -78.68000 1.34507e-02 2.14065e-03 0.52322 0.26813
4FGL_J0312.1-0921 48.02800 -9.35410 0.09760 0.08840 -43.49000 1.83073e-02 3.95816e-03 0.40945 0.37098
4FGL_J0336.0+7502 54.02490 75.05000 0.05100 0.04940 -9.43000 8.60670e-03 1.37566e-03 1.13176 0.16855
4FGL_J0340.4+5302 55.10990 53.03630 0.10000 0.09060 -26.30000 4.70153e-02 5.03460e-03 1.06556 0.18999
4FGL_J0418.9+6636 64.72540 66.60010 0.04760 0.04340 20.34000 7.95552e-03 1.48394e-03 1.19981 0.19405
4FGL_J0426.5+5434 66.63060 54.57040 0.07220 0.06700 -78.03000 2.02905e-02 2.43331e-03 1.32892 0.15320
4FGL_J0523.3-2527 80.83180 -25.46320 0.04780 0.04600 39.49000 1.08450e-02 1.55525e-03 0.83807 0.16851
4FGL_J0538.9+3549 84.73670 35.82830 0.25220 0.19640 -53.89000 9.89030e-03 8.29714e-03 1.38058 0.94835
4FGL_J0540.7+3611 85.18380 36.19970 0.20200 0.19380 -3.22000 2.32087e-02 1.61730e-03 0.61877 0.32799
4FGL_J0545.7+6016 86.44190 60.27040 0.05080 0.04820 -33.64000 5.80445e-03 1.24188e-03 1.15654 0.18003
4FGL_J0744.0-2525 116.01410 -25.43200 0.05400 0.05240 39.31000 9.11744e-03 1.59336e-03 1.42262 0.16536
4FGL_J0758.8-1450 119.70050 -14.83700 0.07380 0.06540 81.71000 1.15421e-02 1.92162e-03 1.01526 0.19563
4FGL_J0953.6-1509 148.40550 -15.15490 0.06980 0.06680 -66.94000 1.80890e-02 2.93176e-03 0.14025 0.30463
4FGL_J1120.0-2204 170.00160 -22.07790 0.04600 0.04440 53.53000 1.69711e-02 1.82690e-03 0.68183 0.15508
4FGL_J1627.7+3219 246.94000 32.32130 0.08480 0.08080 72.66000 1.70995e-02 4.16901e-03 0.17491 0.47658
4FGL_J1726.8-2659 261.71161 -26.99900 0.13800 0.08940 -4.91000 1.87398e-03 1.88863e-03 2.09228 0.31490
4FGL_J1738.1-2453 264.54251 -24.89370 0.15500 0.11660 7.17000 2.92986e-02 1.62680e-03 0.40820 0.21650
4FGL_J1739.2-2717 264.81812 -27.29510 0.14720 0.12900 83.86000 7.48579e-03 6.77287e-03 1.72473 0.90878
4FGL_J1739.3-2531 264.83661 -25.52620 0.09680 0.07600 70.54000 1.29389e-02 7.06322e-03 1.13327 0.85376
4FGL_J1739.7-2836 264.93491 -28.60230 0.09420 0.07760 -57.54000 1.24009e-02 6.86208e-04 0.67181 0.27031
4FGL_J1740.4-2850 265.12189 -28.84680 0.09660 0.06960 4.22000 7.49073e-03 2.08393e-03 1.16824 0.34854
4FGL_J1741.6-2730 265.41241 -27.50980 0.23380 0.13940 77.61000 1.54568e-02 7.68841e-03 1.27807 0.68477
4FGL_J1742.5-2833 265.63351 -28.55880 0.25020 0.12660 8.37000 1.01023e-02 9.43889e-03 1.38525 1.57841
4FGL_J1742.8-2246 265.72449 -22.77180 0.15140 0.11240 -81.39000 1.88824e-02 4.64026e-03 1.03632 0.37328
4FGL_J1748.3-2906 267.09549 -29.10610 0.06960 0.05760 -53.60000 1.23874e-02 2.04762e-03 0.74379 0.32338
4FGL_J1752.3-2914 268.07721 -29.24920 0.11100 0.08080 -52.04000 1.19039e-02 1.16659e-02 1.59413 1.32245
4FGL_J1753.8-2538 268.46011 -25.64020 0.03180 0.02960 -54.28000 4.39027e-03 7.38277e-04 1.68907 0.11548
4FGL_J1754.6-2933 268.66309 -29.55180 0.11520 0.08360 -78.37000 1.87939e-02 2.96682e-03 0.47482 0.31828
4FGL_J1759.7-2354 269.94629 -23.90330 0.09680 0.07420 73.09000 6.39732e-03 1.71271e-03 1.47892 0.27863
4FGL_J1800.2-2403 270.06119 -24.06570 0.08140 0.06680 63.13000 4.11516e-05 3.15436e-04 2.08953 0.21393
4FGL_J1800.9-2407 270.23541 -24.13330 0.07260 0.06120 10.55000 3.40333e-03 1.92743e-03 1.78701 0.34471
4FGL_J1801.8-2358 270.45450 -23.98270 0.07580 0.05760 -54.58000 -8.10788e-05 1.96222e-04 2.28627 0.09552
4FGL_J1813.2-1128 273.30289 -11.48070 0.18380 0.12780 27.14000 8.39739e-03 7.39723e-03 1.61051 0.86709
4FGL_J1813.7-1152 273.44760 -11.87360 0.11440 0.09900 -55.66000 4.04853e-03 5.63605e-03 2.00712 0.73377
4FGL_J1823.3-1340 275.83630 -13.66760 0.03260 0.03200 80.12000 4.10446e-03 6.90026e-04 1.81855 0.10563
4FGL_J1838.4-0545 279.61301 -5.76260 0.11100 0.09260 33.36000 1.16672e-02 5.10874e-03 1.08152 0.82321
4FGL_J1842.2-0328 280.55841 -3.48240 0.16980 0.14500 -15.09000 2.66732e-03 6.63584e-03 2.29494 0.78941
4FGL_J1843.7-0326 280.93140 -3.43700 0.07360 0.07080 70.05000 8.49567e-04 2.27778e-03 2.39218 0.16608
4FGL_J1847.2-0141 281.81140 -1.69240 0.14520 0.10120 -81.59000 1.24900e-02 4.61858e-03 1.33263 0.48310
4FGL_J1847.2-0200 281.82410 -2.01640 0.10060 0.08600 65.42000 5.84081e-03 5.05487e-03 1.73229 0.89475
4FGL_J1849.4-0117 282.35770 -1.29890 0.17140 0.12880 -11.14000 2.52699e-03 2.86180e-03 2.03983 0.98475
4FGL_J1850.2-0201 282.57321 -2.02570 0.27020 0.12360 -26.96000 2.13912e-04 1.39972e-03 2.24417 0.15826
4FGL_J1852.6+0203 283.16391 2.06000 0.12580 0.10420 -34.39000 3.91189e-03 4.17076e-03 2.03428 0.56031
4FGL_J1854.7+0153 283.69510 1.89350 0.23880 0.10900 -33.13000 6.37239e-03 3.22576e-03 1.53867 0.52294
4FGL_J1857.1+0056 284.29871 0.94600 0.07760 0.06160 -38.44000 8.30200e-03 5.33425e-03 0.65384 1.13197
4FGL_J1857.4+0106 284.35800 1.11290 0.08560 0.06760 -54.20000 1.00322e-02 2.70241e-03 0.80256 0.52614
4FGL_J1859.3+0058 284.83261 0.98010 0.14860 0.11000 59.58000 4.17976e-03 1.97742e-03 1.83003 0.32044
4FGL_J1900.4+0339 285.12399 3.66400 0.09600 0.07800 17.84000 1.16151e-02 3.20721e-03 1.30326 0.34134
4FGL_J1906.9+0712 286.74731 7.21650 0.04420 0.04120 -43.06000 5.77444e-03 1.18766e-03 1.61351 0.16237
4FGL_J2005.8+3357 301.47400 33.95610 0.10720 0.09860 84.62000 -4.37481e-04 7.33252e-04 2.48258 0.11056
4FGL_J2035.0+3632 308.75711 36.53710 0.04820 0.04580 57.00000 1.54117e-02 5.43845e-04 -0.14815 0.13722
4FGL_J2038.4+4212 309.62479 42.20850 0.11780 0.10700 -14.33000 1.65036e-02 3.65702e-03 1.46105 0.26005
4FGL_J2041.1+4736 310.29559 47.60290 0.04980 0.04440 30.76000 7.59932e-03 1.12520e-03 1.53633 0.12658
4FGL_J2116.2+3701 319.05939 37.02570 0.15440 0.12580 43.44000 2.78036e-02 1.25540e-03 0.20394 0.23028
4FGL_J2117.9+3729 319.49219 37.48420 0.10860 0.09800 12.18000 4.25345e-03 2.75593e-03 1.88665 0.34980
4FGL_J2212.4+0708 333.10831 7.14280 0.09940 0.09820 9.86000 1.60047e-02 4.80250e-03 0.64433 0.49093
4FGL_J2233.3+6530 338.34949 65.50820 0.20800 0.19180 39.43000 8.38427e-03 3.72755e-03 1.90723 0.34893
