2M00574795+8502290 116.70219864703971 0.3681401150296715 14.449226082148675 85.04140685048316 1.2177121773472317 0.015894845700459414 13.551652 13.919243 13.022849 0.9403831 0.12351525 5.351413869988354
2M12090872+1928415 633.994061364722 24.4167724751303 182.2862102410589 19.47817324391315 1.524147166228468 0.03627617528850814 12.854674 13.315935 12.248419 1.0026772 0.095015645 2.848067413831205
2M19401839+3957298 28.257149021877986 0.04053856153688251 295.07664103180747 39.958236445702724 1.6543509350849683 0.024521458044449773 12.409065 12.753801 11.914604 1.1791071 0.1757505 2.7545611271928063
2M19232746+0130119 222.19262966278123 0.9314345559105277 290.8644310689549 1.5032790968580931 0.4632556238271315 0.026876995322322125 14.523297 15.377473 13.619336 1.1299555 0.18862665 2.51261194294443
2M13143277+1702017 19.317051984001477 0.015380217243126992 198.63642005092817 17.033783616685643 1.8201723337774058 0.03638253799386057 15.533642 16.272133 14.680416 0.74622244 0.051422417 2.5066475456962154
2M00385903-0109499 35.100863897358465 0.003716204030693504 9.745968163387996 -1.1633534706763808 12.580567202472656 0.03975899899367228 9.528059 9.930574 8.987589 0.9239798 0.07763475 2.0567762034442554
2M21272647+1223103 3.356446808775728 8.706922065604417E-5 321.860269143267 12.386195818337663 2.664438274278008 0.038839186956909126 15.083547 15.804678 14.269283 0.70010537 0.028318286 2.0083276649669273
2M14332948+0958420 38.20895373431587 0.09352862073434487 218.37283434327873 9.978311168322616 0.9488501345970638 0.02411393350391659 13.614751 13.980202 13.092477 1.0399976 0.13958836 1.9337640904007956
2M13090983+1711572 28.567867768886952 0.007836190731681292 197.29098981260006 17.199247593471153 0.4278975326510642 0.0389022158096007 15.217421 15.748237 14.532883 0.8890477 0.07986766 1.761517564676621
2M17160863-2404556 3600.8109920050542 1748.877856512333 259.03599928157513 -24.08213796549011 0.45558231365987206 0.07529725755692361 16.355232 17.433228 15.309781 2.1091735 0.32895494 1.5821150748986694
2M00463801+8441448 10.045314685879287 1.6370087718575732E-4 11.658482244306786 84.69576686875227 1.2445818123139039 0.030056357701928136 11.84637 12.220447 11.320274 1.6004313 0.16702783 1.465561206776056
2M09302346+4848157 121.33021906912471 0.03443561404037965 142.59759625245567 48.8042689404354 2.4561983159644147 0.05059447928237554 13.076266 13.543489 12.451436 0.87907207 0.07469922 1.4268416976659957
2M21273727+1112577 712.9243083244509 9.014952636635257 321.9053093078487 11.216033308361974 0.8728253669002315 0.06252431485971609 16.153194 16.76443 15.416561 0.8560159 0.05130869 1.3567389408304882
2M03330186-0513360 15.55009024966397 0.0329172288651276 53.25790043619631 -5.226777954314936 1.9211151330071607 0.0330692513204824 12.859339 13.265299 12.307691 0.96455383 0.12909758 1.2600452262485433
2M04050210-0622367 15.031099303022252 5.55510563108097E-4 61.25880562738734 -6.376911625234723 1.789831698068581 0.037210560711095395 11.75025 12.076191 11.271287 1.2379415 0.18214536 1.1864108326478908
2M03332757+0007107 14.268969997834395 0.007219257535265644 53.36492756533803 0.11965132720839246 7.018993347301226 0.04498765552150873 8.742169 8.968272 8.412317 1.5482191 0.16268432 1.0956420392425388
2M01292717-7300378 7.9682650526225025 0.0013997904989953014 22.363232066238634 -73.01054639593863 3.4298830046253292 0.02805322022763497 9.47237 9.736818 9.0938635 1.601255 0.19589508 1.0409455871231563
2M14532370+4656589 42.63323853258084 0.0019517120615386574 223.34880880123717 46.94961828461103 4.687690219985228 0.022670334074852357 13.03817 13.690677 12.27378 0.8415922 0.044549465 1.0251310754008864
