4FGL_J0003.3+2511 0.83230 25.19120 0.20420 0.18020 63.58000 1.12445e-02 9.46023e-03 0.93524 1.04535
4FGL_J0003.6+3059 0.90450 30.98980 0.16200 0.14280 -83.55000 1.69682e-02 7.88531e-03 0.34211 0.83899
4FGL_J0004.0+5715 1.00170 57.25780 0.17040 0.13340 -8.21000 7.66370e-03 4.65811e-03 1.50931 0.55464
4FGL_J0005.6+6746 1.41550 67.76880 0.37820 0.31520 19.83000 1.11019e-02 6.55320e-03 1.65962 0.54935
4FGL_J0006.6+4618 1.66970 46.30460 0.12940 0.11120 -81.84000 -1.08850e-04 1.20570e-03 2.53807 0.15938
4FGL_J0008.4+6926 2.10720 69.44090 0.16400 0.10960 57.42000 1.98121e-03 2.14558e-03 2.00268 0.42455
4FGL_J0008.9+2509 2.23580 25.15360 0.50360 0.39260 -6.18000 1.38367e-02 1.23056e-02 2.23906 0.55230
4FGL_J0009.2+6847 2.30450 68.79320 0.23800 0.18760 -20.78000 1.80666e-02 7.88090e-03 1.23793 0.58146
4FGL_J0009.2+1745 2.30770 17.75440 0.29640 0.22580 70.61000 8.11848e-03 6.67105e-03 1.80649 0.58565
4FGL_J0009.7-1418 2.44030 -14.30450 0.18520 0.13920 -77.34000 7.09743e-04 1.49707e-03 2.32874 0.17262
4FGL_J0024.1+2402 6.03840 24.03660 0.12100 0.09760 -56.48000 7.63578e-04 1.32252e-03 1.86944 0.34101
4FGL_J0026.1-0732 6.54000 -7.54250 0.09740 0.09000 38.84000 7.25846e-04 1.53628e-03 1.84590 0.48894
4FGL_J0031.0-2327 7.75640 -23.45810 0.22100 0.18620 -17.88000 1.68545e-02 8.45733e-03 0.46833 0.86580
4FGL_J0034.6+6438 8.66190 64.63930 0.10700 0.09520 -80.30000 4.89294e-03 2.39967e-03 1.71946 0.35075
4FGL_J0035.2-1739 8.81730 -17.66210 0.10280 0.09660 50.83000 4.31770e-04 8.46250e-04 1.58050 0.41776
4FGL_J0037.2-2653 9.31400 -26.89270 0.23740 0.20580 -50.97000 2.20564e-03 4.04538e-03 2.22737 0.45520
4FGL_J0039.1+6257 9.78620 62.96030 0.05320 0.05120 -54.51000 1.25510e-02 1.60592e-03 0.74166 0.20190
4FGL_J0039.7+4203 9.94110 42.06530 0.17700 0.14820 -20.38000 5.79631e-04 1.56144e-03 2.18884 0.33597
4FGL_J0045.9-2021 11.48600 -20.36540 0.10020 0.09040 63.44000 6.11780e-04 9.43974e-04 1.78733 0.28070
4FGL_J0052.1+6444 13.04330 64.74200 0.14400 0.12840 10.51000 6.33472e-03 6.58220e-03 1.82618 0.64684
4FGL_J0055.7+4507 13.93970 45.12440 0.10280 0.08720 71.14000 5.10734e-03 9.09648e-03 0.10178 2.55975
4FGL_J0057.5+6814 14.37900 68.23600 0.14600 0.13260 24.40000 -1.97317e-04 1.42550e-03 2.56705 0.16312
4FGL_J0057.9+6326 14.49550 63.43850 0.06540 0.06040 19.19000 1.50550e-03 6.53842e-04 0.54729 0.45857
4FGL_J0058.1+6915 14.54670 69.26080 0.16240 0.14540 5.39000 6.10594e-04 1.67760e-03 2.46302 0.28971
4FGL_J0102.1+4458 15.54520 44.96810 0.18420 0.12620 58.76000 8.29119e-03 2.16759e-03 0.00055 0.03838
4FGL_J0102.3+1000 15.59910 10.01200 0.11840 0.11500 68.46000 4.81029e-03 4.41560e-03 0.66582 1.02533
4FGL_J0104.6-0818 16.16580 -8.31250 0.33660 0.23540 -13.83000 3.06641e-03 4.33582e-03 1.95375 0.60689
4FGL_J0112.0+3442 18.01280 34.70270 0.21200 0.17180 75.32000 9.17933e-03 5.51403e-03 1.22011 0.67388
4FGL_J0115.4-2917 18.85840 -29.29340 0.11460 0.09460 -38.44000 5.39436e-03 9.58536e-03 0.14324 3.34363
4FGL_J0116.8+6914 19.20220 69.24150 0.29540 0.24440 85.52000 3.09339e-02 1.56199e-03 1.11212 0.21403
4FGL_J0120.1+0505 20.04540 5.09110 0.19220 0.17500 65.69000 -3.33468e-04 8.91933e-04 2.61027 0.30798
4FGL_J0126.8+2412 21.70360 24.21000 0.18040 0.16780 11.50000 -2.90289e-04 1.23485e-03 2.83838 0.14213
4FGL_J0132.1-0956 23.03060 -9.93860 0.37220 0.31480 48.71000 3.43611e-02 1.62332e-02 1.14847 0.68846
4FGL_J0139.5-2228 24.89710 -22.47770 0.14680 0.13880 57.67000 1.58496e-02 6.25742e-03 0.05271 0.80142
