1 144.25389 1.09597 3.06939 6.20952e-12 3.75958e-13
2 138.72274 4.44351 0.05064 4.42465e-12 7.13248e-14
3 134.07439 -1.63477 4.53863 3.99397e-12 3.46283e-13
5 139.16552 0.72883 4.21666 2.03445e-12 2.41113e-13
6 131.17482 0.73796 0.42952 1.89086e-12 4.76589e-14
23 139.04262 1.88520 0.45049 8.90846e-13 2.78450e-14
26 130.92587 4.72626 0.45149 7.72989e-13 2.69339e-14
77 143.77996 4.39564 0.78319 3.76337e-13 1.78057e-14
95 143.16749 0.44491 0.65464 3.48603e-13 1.73125e-14
154 139.23715 4.83086 0.72470 2.69341e-13 1.58005e-14
175 141.55922 1.09961 0.84573 2.78836e-13 1.62573e-14
223 143.15965 1.15046 0.97962 2.28746e-13 1.41872e-14
226 131.05187 1.19534 0.89983 2.57272e-13 1.59542e-14
284 137.47446 5.20347 0.88624 1.86922e-13 1.26106e-14
358 135.18764 0.02984 0.95265 1.38790e-13 1.02402e-14
378 133.18770 -1.61449 0.75041 1.16452e-13 9.13199e-15
413 132.57472 -0.30916 1.07672 1.82692e-13 1.50212e-14
532 132.65494 4.73329 1.35155 1.79597e-13 1.60288e-14
545 134.91130 -0.95283 1.26289 7.01769e-14 5.65457e-15
549 132.11629 2.96026 1.27055 1.44718e-13 1.22270e-14
560 136.43701 -1.66555 1.21758 8.90200e-14 7.54739e-15
564 132.98310 4.06885 1.16306 1.58972e-13 1.40943e-14
642 132.67641 2.91918 1.20725 1.46847e-13 1.34726e-14
681 130.03415 -1.63099 1.17793 1.40591e-13 1.19781e-14
708 142.79493 -2.05505 1.02976 5.93600e-14 5.54037e-15
766 131.18039 5.10186 2.98749 4.42033e-13 4.47478e-14
767 140.04459 3.79065 1.22104 1.11363e-13 1.00997e-14
805 129.68915 3.34095 1.06426 8.07170e-14 8.38566e-15
837 128.77391 3.03629 1.24633 9.18932e-14 9.11237e-15
932 134.51229 -1.52617 1.50614 9.39674e-14 9.28496e-15
1063 137.24712 1.13915 1.34969 8.31576e-14 8.77245e-15
1089 138.59116 2.31237 1.16906 6.53203e-14 7.58175e-15
1116 133.78653 1.97921 1.39328 8.92106e-14 9.47257e-15
1121 140.12133 -0.18999 1.25369 8.93676e-14 8.78689e-15
1167 139.90109 2.95030 1.33782 8.05538e-14 8.86851e-15
1256 130.46010 -0.26850 1.46540 8.61358e-14 9.51139e-15
1295 132.43316 2.64021 1.43972 9.55914e-14 1.08301e-14
1296 138.13319 -0.79393 1.73200 6.85930e-14 8.05853e-15
1402 133.32780 -0.68684 1.59778 6.65050e-14 8.06856e-15
1460 133.55601 -2.34764 4.89003 8.96926e-14 2.50449e-14
1472 134.48086 3.79607 1.45151 6.88663e-14 8.17849e-15
1477 140.14813 3.08748 1.56981 7.96229e-14 8.50632e-15
1542 137.50024 3.74158 1.47963 6.50583e-14 7.93398e-15
1559 137.74469 2.05844 1.52632 7.76994e-14 8.92977e-15
1632 142.96848 1.54438 1.80672 6.41619e-14 7.91051e-15
1770 138.05315 1.89884 1.68690 6.73487e-14 8.10813e-15
1800 128.43782 1.15426 1.63434 5.49031e-14 7.16657e-15
1807 139.58158 -1.28459 1.87927 6.13269e-14 7.75602e-15
1862 134.51350 -1.58310 1.61214 6.16700e-14 7.60999e-15
1953 130.89542 3.16597 2.67863 5.48119e-14 7.28782e-15
2141 130.14347 2.20208 1.68618 5.80604e-14 7.52204e-15
2239 135.82108 2.61691 2.30045 6.36782e-14 8.06128e-15
2349 132.92244 1.32561 2.22818 7.04515e-14 9.87508e-15
2401 128.41542 -0.28630 1.82859 5.74712e-14 7.48456e-15
2468 140.96890 0.13646 1.88053 5.51070e-14 7.80216e-15
2553 143.27338 4.17091 2.90859 5.55480e-14 7.56085e-15
2596 132.58764 2.74106 2.97738 6.27866e-14 9.35926e-15
2640 141.46159 0.29202 1.63138 5.46622e-14 7.55072e-15
2658 137.57679 4.89008 1.85760 4.28673e-14 6.28626e-15
2708 133.44175 -0.57893 2.65602 3.32360e-14 6.17414e-15
2792 140.78985 3.03677 1.90693 4.18074e-14 5.82654e-15
2931 136.21865 3.55745 8.41217 1.01484e-13 1.35216e-14
2934 129.97687 1.85200 1.72921 4.22780e-14 6.46807e-15
3000 140.94478 1.19558 1.85968 4.93465e-14 7.28787e-15
3095 130.67401 -1.34986 1.60983 2.69296e-14 3.96728e-15
3184 132.84899 5.33681 1.89596 5.16054e-14 9.08839e-15
3226 130.11355 3.19084 2.05791 3.72372e-14 6.00959e-15
3301 126.80668 0.04244 2.36632 1.65860e-13 2.76538e-14
3478 141.65364 3.37347 2.11865 5.40004e-14 7.66841e-15
3581 128.44418 -0.86022 2.24103 4.36643e-14 6.69711e-15
3734 139.15684 0.79326 1.95806 4.19738e-14 7.03500e-15
4297 134.62532 -1.11574 5.00000 1.06831e-13 1.25199e-14
4308 142.99650 -1.18516 1.80040 2.81729e-14 5.24000e-15
5053 131.87404 1.51500 3.42372 1.32292e-13 1.97361e-14
5462 131.58554 1.63307 2.15063 2.70608e-14 5.30011e-15
5861 143.31099 4.44082 2.47679 2.52531e-14 5.09539e-15
6951 134.82984 0.60339 3.25203 2.54782e-14 5.34749e-15
8280 137.26068 0.00545 2.72333 2.46556e-14 5.17673e-15
19415 140.72693 5.25801 7.46617 1.18964e-13 5.30547e-14
24560 127.85195 3.71968 5.25691 1.40620e-14 6.09329e-15
