SDSS_J1152+0248 178.0833289 2.804007106 0.09986
NLTT_11748 56.32012801 17.80241588 0.2350606
GALEX_J171708.5+675712 259.2869043 67.95316132 0.246137
SDSS_J065133.33+284423.37 102.8889232 28.73985119 0.00885655721
CSS_41177 151.4963125 22.82564268 0.11601549
SDSS_J082239.546+304857.19 125.6647675 30.81590238 0.02797
J075141.18−014120.9 117.9215698 -1.689154565 0.0800126
ZTF_J1539+5027 234.88400 50.46076 0.0047986111
ZTF_J2243+5242 340.92904 52.70166 0.00611035664
ZTF_J0538+1953 84.51137 19.88414 0.0100277778
ZTF_J1905+3134 286.29725 31.57566 0.0119444444
PTF_J0533+0209 83.38358 2.15320 0.0142847222
ZTF_J2029+1534 307.34296 15.57527 0.0144930556
ZTF_J0722-1839 110.58954 -17.34151 0.0164583333
ZTF_J1749+0924 267.48042 9.40900 0.0183541667
ZTF_J2228+4949 337.11279 49.82123 0.0198333333
ZTF_J1946+3203 296.51621 32.05365 0.0233055556
ZTF_J0643+0318 100.90321 3.30762 0.0256319444
ZTF_J0640+1738 100.07787 17.64584 0.0258819444
ZTF_J2130+4420 322.73629 44.34623 0.0273194444
ZTF_J1901+5309 285.35592 53.15813 0.0281944444
ZTF_J2320+3750 350.08512 37.84190 0.0383680556
ZTF_J2055+4651 313.81658 46.85179 0.0391319444
