J000331.5-255606 0.88130 -25.93500 2.00000 6.52600e-03
J000332.4+724740 0.88500 72.79440 12.00000 2.86000e-03
J000334.3-255122 0.89290 -25.85610 9.00000 4.59700e-04
J000335.2-255332 0.89670 -25.89220 5.00000 1.41800e-03
J000335.9-261325 0.89960 -26.22360 3.00000 3.97900e-03
J000335.9-261332 0.89960 -26.22560 7.00000 3.29900e-03
J000338.8-260942 0.91170 -26.16190 4.00000 1.79900e-03
J000349.1-261137 0.95460 -26.19360 7.00000 5.12900e-03
J000349.4-261130 0.95580 -26.19170 4.00000 2.34800e-03
J000351.2+722145 0.96330 72.36250 6.00000 8.04200e-03
J000351.4-260445 0.96420 -26.07920 10.00000 4.38800e-04
J000352.0+624928 0.96670 62.82440 9.00000 2.79400e-03
J000354.0-255842 0.97500 -25.97830 5.00000 1.10600e-03
J000356.1-260522 0.98380 -26.08940 6.00000 6.35700e-04
J000359.3-261218 0.99710 -26.20500 3.00000 3.11400e-03
J000359.4-261221 0.99750 -26.20580 8.00000 3.10300e-03
J000359.7+724823 0.99880 72.80640 16.00000 6.93900e-03
J000401.5-255813 1.00630 -25.97030 8.00000 4.17800e-04
J000402.8-255827 1.01170 -25.97420 8.00000 1.19300e-03
J000404.5-261716 1.01880 -26.28780 9.00000 1.24600e-03
J000404.8-260331 1.02000 -26.05890 2.00000 3.92600e-03
J000405.0+624326 1.02080 62.72420 6.00000 3.29600e-03
J000405.6-260825 1.02330 -26.14030 9.00000 2.67600e-03
J000406.2-260821 1.02580 -26.13920 4.00000 3.58300e-03
J000407.1-255958 1.02960 -25.99940 9.00000 3.02700e-04
J000409.3-255447 1.03880 -25.91310 5.00000 2.34000e-03
J000410.4-261315 1.04330 -26.22080 4.00000 3.09400e-03
J000410.9-260415 1.04540 -26.07110 5.00000 8.15300e-04
J000417.2-255915 1.07170 -25.98750 5.00000 1.25200e-03
J000418.4+052020 1.07670 5.33890 6.00000 3.51000e-03
J000419.0-260501 1.07920 -26.08360 8.00000 8.56300e-04
J000420.7-261822 1.08630 -26.30610 11.00000 9.07800e-04
J000421.4-261429 1.08920 -26.24140 10.00000 7.97300e-04
J000423.9+722905 1.09960 72.48470 13.00000 5.05300e-03
J000428.1-255321 1.11710 -25.88920 7.00000 2.35600e-03
J000428.2-255031 1.11750 -25.84190 15.00000 2.07500e-03
J000430.3+052117 1.12620 5.35470 5.00000 4.70200e-03
J000431.2+051201 1.13000 5.20030 6.00000 6.26200e-03
J000434.6-255850 1.14420 -25.98060 11.00000 4.72700e-03
J000435.5-255857 1.14790 -25.98250 4.00000 4.52900e-03
J000444.9+722601 1.18710 72.43360 6.00000 1.84900e-03
J000447.9+052056 1.19960 5.34890 6.00000 1.60400e-03
J000447.9+730856 1.19960 73.14920 13.00000 4.56900e-03
J000452.9-260109 1.22040 -26.01920 22.00000 1.33000e-03
J000505.6+725321 1.27330 72.88920 4.00000 5.44600e-03
J000513.3+730710 1.30540 73.11940 10.00000 5.49000e-03
J000513.9+050704 1.30790 5.11780 11.00000 2.33300e-03
J000520.0+052643 1.33330 5.44530 10.00000 3.02400e-03
J000520.5+052413 1.33540 5.40360 1.00000 2.60000e-02
J000528.6+051333 1.36920 5.22580 7.00000 2.53300e-03
J000530.7+723103 1.37790 72.51750 6.00000 3.35200e-03
J000531.3+731416 1.38040 73.23780 9.00000 1.69900e-03
J000533.6+053904 1.39000 5.65110 10.00000 2.12500e-03
J000540.4+050707 1.41830 5.11860 15.00000 5.14500e-03
J000541.0-072122 1.42080 -7.35610 18.00000 4.38800e-03
J000542.8-074439 1.42830 -7.74420 16.00000 6.76600e-03
J000544.2+050920 1.43420 5.15560 16.00000 1.22400e-03
J000548.7+053723 1.45290 5.62310 8.00000 3.07300e-03
J000554.1+051138 1.47540 5.19390 11.00000 2.75300e-03
J000559.1+730854 1.49620 73.14860 11.00000 6.68400e-03
J000601.3+053247 1.50540 5.54640 8.00000 2.33800e-03
J000605.3+723438 1.52210 72.57720 17.00000 1.11700e-02
J000619.9+722005 1.58290 72.33470 4.00000 5.26100e-03
J000633.9+730902 1.64130 73.15080 13.00000 5.34200e-03
J000634.4+722226 1.64330 72.37390 8.00000 2.56300e-03
J000639.2+052339 1.66330 5.39420 12.00000 3.42200e-03
J000647.2+731426 1.69670 73.24080 14.00000 5.48700e-03
J000648.1+722440 1.70040 72.41110 14.00000 6.60700e-03
J000650.3+730534 1.70960 73.09300 9.00000 8.95600e-03
J000657.4+725045 1.73920 72.84580 14.00000 4.71400e-03
J000657.6+730412 1.74000 73.07000 8.00000 1.20900e-02
J000700.0+730302 1.75000 73.05080 7.00000 1.32200e-02
J000700.9+204148 1.75370 20.69670 10.00000 1.45900e-03
J000704.8+724612 1.77000 72.77000 9.00000 9.90300e-03
J000715.8+205328 1.81580 20.89110 12.00000 3.03800e-03
J000722.0+204203 1.84170 20.70080 3.00000 4.69800e-03
J000730.1+204546 1.87540 20.76280 6.00000 1.35800e-03
J000730.3+730429 1.87630 73.07500 11.00000 7.73400e-03
J000733.0+730850 1.88750 73.14750 10.00000 1.67300e-03
J000733.6+203445 1.89000 20.57920 3.00000 4.01300e-03
J000735.4+203307 1.89750 20.55190 5.00000 1.59000e-03
J000736.3-071830 1.90130 -7.30830 10.00000 3.28400e-02
J000737.1+205638 1.90460 20.94390 13.00000 1.10400e-03
J000737.7+205304 1.90710 20.88440 8.00000 6.74700e-04
J000737.9+730636 1.90790 73.11000 12.00000 7.24500e-03
J000738.5+730230 1.91040 73.04190 11.00000 7.10700e-03
J000742.9+205038 1.92880 20.84390 4.00000 3.26900e-03
J000743.8+204534 1.93250 20.75940 6.00000 2.13000e-03
J000744.4+721823 1.93500 72.30640 13.00000 5.65600e-03
J000745.6+204709 1.94000 20.78610 6.00000 1.15600e-03
J000750.3+202948 1.95960 20.49670 7.00000 1.11800e-03
J000752.9+725456 1.97040 72.91560 11.00000 8.51400e-03
J000759.4+203209 1.99750 20.53580 5.00000 1.15200e-03
J000759.7-073243 1.99880 -7.54530 11.00000 1.90900e-02
J000800.6+203412 2.00250 20.57000 5.00000 1.04200e-03
J000801.3+204353 2.00540 20.73140 5.00000 2.98600e-03
J000802.1+204039 2.00870 20.67750 3.00000 1.26100e-03
J000804.8+203146 2.02000 20.52940 6.00000 1.23800e-03
J000807.1+204421 2.02960 20.73920 6.00000 5.66500e-04
J000809.8+204314 2.04080 20.72060 4.00000 1.35700e-03
J000812.7+205437 2.05290 20.91030 16.00000 1.29500e-03
J000816.5+590748 2.06870 59.13000 6.00000 4.65500e-03
J000820.3+202729 2.08460 20.45810 8.00000 1.06200e-03
J000820.9+205411 2.08710 20.90310 7.00000 1.04100e-03
J000823.7+204859 2.09880 20.81640 7.00000 1.08600e-03
J000825.9+205528 2.10790 20.92440 9.00000 2.06200e-03
J000826.0+585905 2.10830 58.98470 7.00000 5.45600e-03
J000826.5+203435 2.11040 20.57640 1.00000 1.82400e-02
J000828.8+730838 2.12000 73.14390 9.00000 2.54000e-03
J000829.5+204212 2.12290 20.70330 3.00000 2.11900e-03
J000831.7+203109 2.13210 20.51940 10.00000 6.23100e-04
J000836.5+204105 2.15210 20.68470 3.00000 2.08600e-03
J000837.9+203833 2.15790 20.64250 7.00000 4.18100e-04
J000840.6+204558 2.16920 20.76640 2.00000 2.87600e-03
J000841.5+205651 2.17290 20.94750 3.00000 1.36600e-02
J000843.9+725713 2.18290 72.95360 9.00000 1.87700e-03
J000845.8+730335 2.19080 73.06000 10.00000 2.01000e-03
J000846.5+204140 2.19380 20.69440 8.00000 6.09900e-04
J000851.0-044001 2.21250 -4.66690 12.00000 1.80700e-03
J000853.1+585041 2.22130 58.84500 7.00000 1.23400e-02
J000853.8+205027 2.22420 20.84080 1.00000 1.34600e-01
J000854.1+204419 2.22540 20.73890 7.00000 8.97100e-04
J000854.2+585038 2.22580 58.84420 7.00000 1.01000e-02
J000855.6+725253 2.23170 72.88140 11.00000 2.82900e-03
J000857.8+730203 2.24080 73.03440 14.00000 7.32100e-03
J000901.4+204136 2.25580 20.69330 3.00000 2.36100e-03
J000902.5+590235 2.26040 59.04310 6.00000 2.04700e-03
J000905.6+204430 2.27330 20.74170 5.00000 1.60100e-03
J000910.2-043529 2.29250 -4.59140 4.00000 1.38600e-02
J000910.6+590902 2.29420 59.15060 1.00000 1.87500e-01
J000914.8-045345 2.31170 -4.89580 14.00000 2.01400e-03
J000919.2+105932 2.33000 10.99220 7.00000 3.75900e-03
J000919.2-044900 2.33000 -4.81670 6.00000 6.89400e-03
J000919.4+105932 2.33080 10.99220 15.00000 2.81200e-03
J000920.7+585122 2.33630 58.85610 12.00000 4.23500e-03
J000923.4+105045 2.34750 10.84580 6.00000 9.41200e-03
J000923.5+105037 2.34790 10.84390 6.00000 9.23800e-03
J000925.1-043835 2.35460 -4.64310 3.00000 2.11200e-02
J000935.2+584115 2.39670 58.68750 10.00000 5.19800e-03
J000936.1+590603 2.40040 59.10080 6.00000 2.56900e-03
J000937.9+590121 2.40790 59.02250 9.00000 1.24500e-03
J000938.4+104616 2.41000 10.77110 15.00000 2.01700e-03
J000938.6+203950 2.41080 20.66420 36.00000 2.68800e-03
J000938.7+585530 2.41130 58.92500 4.00000 1.47700e-02
J000939.0+585523 2.41250 58.92310 3.00000 2.13900e-02
J000939.1+104612 2.41290 10.77000 11.00000 2.32900e-03
J000940.5-045324 2.41880 -4.89000 9.00000 2.62500e-03
J000943.4-044353 2.43080 -4.73140 7.00000 2.55400e-03
J000945.0+105756 2.43750 10.96560 5.00000 2.42300e-03
J000945.0+105759 2.43750 10.96640 4.00000 4.66200e-03
J000953.6-045406 2.47330 -4.90170 9.00000 2.80100e-03
J000959.9-043402 2.49960 -4.56720 8.00000 4.61500e-03
J001001.5+110644 2.50620 11.11220 7.00000 4.81800e-03
J001002.0+590316 2.50830 59.05440 11.00000 2.95700e-03
J001002.4+110840 2.51000 11.14440 0.00000 4.99900e-01
J001002.5+110841 2.51040 11.14470 1.00000 2.34400e-01
J001002.9-043851 2.51210 -4.64750 5.00000 3.17400e-03
J001005.0+590307 2.52080 59.05190 7.00000 2.84000e-03
J001006.6-044422 2.52750 -4.73940 3.00000 2.01600e-02
J001007.3+584653 2.53040 58.78140 8.00000 2.52300e-03
J001009.3-284359 2.53870 -28.73310 15.00000 4.33200e-03
J001010.4-044239 2.54330 -4.71080 1.00000 2.34500e-01
J001010.6-112756 2.54420 -11.46560 10.00000 8.04300e-03
J001011.6-112753 2.54830 -11.46470 7.00000 9.13400e-03
J001011.8+104919 2.54920 10.82190 8.00000 9.46300e-04
J001013.4+592150 2.55580 59.36390 10.00000 3.22200e-03
J001014.4-043946 2.56000 -4.66280 6.00000 1.90400e-03
J001017.2-042332 2.57170 -4.39220 15.00000 5.76100e-03
J001017.3+584051 2.57210 58.68080 3.00000 1.26700e-02
J001018.8-042936 2.57830 -4.49330 6.00000 6.71900e-03
J001020.4+592542 2.58500 59.42830 16.00000 9.07800e-03
J001020.8+110326 2.58670 11.05720 8.00000 6.73200e-04
J001020.9+110334 2.58710 11.05940 5.00000 1.99100e-03
J001021.5+585317 2.58960 58.88810 10.00000 1.47400e-03
J001021.5+730121 2.58960 73.02250 19.00000 9.58500e-03
J001022.1-285032 2.59210 -28.84220 9.00000 7.82400e-03
J001022.7+110449 2.59460 11.08030 8.00000 1.02000e-03
J001024.1+110443 2.60040 11.07860 7.00000 1.20600e-03
J001027.1+110556 2.61290 11.09890 0.00000 1.70000e-03
J001027.1+110601 2.61290 11.10030 6.00000 2.03600e-03
J001027.9+110516 2.61630 11.08780 11.00000 4.16700e-03
J001029.7-043113 2.62370 -4.52030 11.00000 3.03800e-03
J001031.1+105832 2.62960 10.97560 0.00000 2.96200e-01
J001031.1+105832 2.62960 10.97560 0.00000 2.84100e-01
J001031.1+105919 2.62960 10.98860 5.00000 2.67200e-03
J001031.9+584409 2.63290 58.73580 5.00000 8.93700e-03
J001033.4+110931 2.63920 11.15860 7.00000 1.59900e-03
J001033.5+584558 2.63960 58.76610 8.00000 6.94000e-03
J001033.6+105235 2.64000 10.87640 5.00000 2.15900e-03
J001033.7+105229 2.64040 10.87470 4.00000 2.56100e-03
J001034.7+105807 2.64460 10.96860 6.00000 1.31900e-03
J001036.3+585011 2.65130 58.83670 10.00000 1.54300e-03
J001036.7-043652 2.65290 -4.61440 5.00000 7.91900e-03
J001037.9+105531 2.65790 10.92530 4.00000 2.61000e-03
J001038.6+105638 2.66080 10.94390 6.00000 1.19600e-03
J001039.0+105141 2.66250 10.86140 8.00000 2.09400e-03
J001039.2+584224 2.66330 58.70670 5.00000 3.66800e-02
J001039.4+105639 2.66420 10.94420 9.00000 1.75700e-03
J001041.2+584453 2.67170 58.74810 8.00000 2.50000e-03
J001042.2-042519 2.67580 -4.42190 12.00000 8.87500e-03
J001042.3-112801 2.67620 -11.46690 9.00000 2.65400e-03
J001042.8+584639 2.67830 58.77750 4.00000 8.83600e-03
J001042.9-112740 2.67880 -11.46110 8.00000 8.13400e-03
J001045.7-043649 2.69040 -4.61360 9.00000 3.46600e-03
J001045.8+110446 2.69080 11.07940 9.00000 8.52500e-04
J001046.4-285453 2.69330 -28.91470 8.00000 1.76700e-03
J001047.0+584116 2.69580 58.68810 5.00000 6.88900e-03
J001047.3+110831 2.69710 11.14190 7.00000 1.90200e-03
J001047.5+110829 2.69790 11.14140 10.00000 1.11000e-03
J001047.9+104545 2.69960 10.76250 10.00000 5.36900e-03
J001048.1-285302 2.70040 -28.88390 6.00000 5.06000e-03
J001049.4+104552 2.70580 10.76440 7.00000 1.59900e-03
J001049.8-114011 2.70750 -11.66970 7.00000 5.69900e-03
J001051.8+105139 2.71580 10.86080 7.00000 1.40600e-03
J001051.8+105141 2.71580 10.86140 6.00000 1.49800e-03
J001052.1+585112 2.71710 58.85330 6.00000 2.25400e-03
J001053.2-285132 2.72170 -28.85890 7.00000 3.13400e-03
J001053.3-284023 2.72210 -28.67310 22.00000 8.05700e-03
J001058.3-112905 2.74290 -11.48470 5.00000 3.01300e-03
J001058.8-285334 2.74500 -28.89280 9.00000 2.11100e-02
J001100.8+105100 2.75330 10.85000 14.00000 2.90600e-03
J001101.1-284828 2.75460 -28.80780 11.00000 1.57500e-02
J001102.0-285035 2.75830 -28.84310 9.00000 2.11100e-02
J001102.9+584426 2.76210 58.74060 10.00000 8.49200e-03
J001103.5-044459 2.76460 -4.74970 5.00000 8.72600e-03
J001103.5-284945 2.76460 -28.82940 8.00000 2.57200e-02
J001103.9-044056 2.76630 -4.68220 7.00000 5.61500e-03
J001103.9-044651 2.76630 -4.78080 5.00000 1.44400e-02
J001104.0-285539 2.76670 -28.92750 9.00000 2.71600e-03
J001105.3-285024 2.77210 -28.84000 8.00000 1.99600e-02
J001106.0-284845 2.77500 -28.81250 9.00000 2.29900e-02
J001106.0-285123 2.77500 -28.85640 8.00000 6.26100e-03
J001107.4-284549 2.78080 -28.76360 6.00000 2.53100e-03
J001110.1-284804 2.79210 -28.80140 6.00000 4.33200e-03
J001110.1-285308 2.79210 -28.88560 6.00000 6.89400e-02
J001110.2-285344 2.79250 -28.89560 6.00000 3.88300e-02
J001110.8-285112 2.79500 -28.85330 5.00000 9.73500e-02
J001111.4-284932 2.79750 -28.82560 6.00000 7.64000e-02
J001111.9-285637 2.79960 -28.94360 11.00000 1.33800e-02
J001113.5-285540 2.80630 -28.92780 9.00000 2.07800e-02
J001115.0-285629 2.81250 -28.94140 10.00000 1.51500e-02
J001115.5-285907 2.81460 -28.98530 9.00000 3.16000e-03
J001116.1-285337 2.81710 -28.89360 5.00000 5.88000e-02
J001116.3-285140 2.81790 -28.86110 3.00000 2.13800e-01
J001117.4-285310 2.82250 -28.88610 5.00000 1.27000e-01
J001119.0+585509 2.82920 58.91920 3.00000 9.06600e-03
J001121.2-284911 2.83830 -28.81970 4.00000 9.86900e-02
J001121.9-113041 2.84130 -11.51140 7.00000 3.01200e-03
J001122.1-285111 2.84210 -28.85310 2.00000 3.49900e-01
J001122.5-114504 2.84380 -11.75110 11.00000 7.39000e-03
J001122.7-114509 2.84460 -11.75250 10.00000 4.75900e-03
J001123.0-285522 2.84580 -28.92310 9.00000 1.91600e-02
J001124.8-112841 2.85330 -11.47810 0.00000 7.70300e-01
J001125.0-112841 2.85420 -11.47810 0.00000 7.90900e-01
J001125.9-284907 2.85790 -28.81860 5.00000 4.23500e-02
J001126.0+105441 2.85830 10.91140 10.00000 1.63900e-03
J001126.3-283745 2.85960 -28.62920 6.00000 9.58600e-03
J001126.5+590030 2.86040 59.00830 7.00000 3.01600e-03
J001127.1-284746 2.86290 -28.79610 11.00000 1.23500e-02
J001128.1-285238 2.86710 -28.87720 4.00000 4.04000e-02
J001128.6+105833 2.86920 10.97580 11.00000 1.45500e-03
J001129.0-112929 2.87080 -11.49140 7.00000 5.66300e-03
J001130.2+584710 2.87580 58.78610 4.00000 5.12000e-03
J001130.8-285045 2.87830 -28.84580 4.00000 9.83300e-02
J001131.4-285433 2.88080 -28.90920 7.00000 2.88000e-02
J001132.1-285250 2.88380 -28.88060 6.00000 3.76700e-02
J001132.9-284944 2.88710 -28.82890 0.00000 1.06100e-02
J001133.4-112018 2.88920 -11.33830 4.00000 6.04900e-03
J001133.9-112019 2.89130 -11.33860 8.00000 3.72100e-03
J001135.6-285037 2.89830 -28.84360 6.00000 3.56900e-02
J001137.1-284806 2.90460 -28.80170 6.00000 3.84800e-03
J001138.8+305306 2.91170 30.88500 12.00000 2.89500e-03
J001139.0-284531 2.91250 -28.75860 10.00000 2.01800e-03
J001139.0-285118 2.91250 -28.85500 8.00000 2.31100e-02
J001147.3-285140 2.94710 -28.86140 13.00000 9.84600e-03
J001149.9+724238 2.95790 72.71060 11.00000 2.59000e-03
J001151.9-111255 2.96620 -11.21530 16.00000 3.42700e-03
J001155.0+725725 2.97920 72.95690 10.00000 8.23800e-03
J001157.2-111600 2.98830 -11.26670 17.00000 5.93400e-03
J001157.8-112746 2.99080 -11.46280 7.00000 4.76000e-03
J001200.3+584523 3.00130 58.75640 10.00000 1.98700e-03
J001203.0-112045 3.01250 -11.34580 9.00000 6.37900e-03
J001218.8+311032 3.07830 31.17560 11.00000 4.69900e-03
J001219.4+304523 3.08080 30.75640 11.00000 2.03700e-03
J001232.3+724638 3.13460 72.77720 6.00000 4.06800e-03
J001238.1+311706 3.15880 31.28530 8.00000 1.19900e-02
J001239.3+304313 3.16380 30.72030 10.00000 2.23700e-03
J001244.4+311248 3.18500 31.21360 8.00000 2.49400e-03
J001251.1+305320 3.21290 30.88890 7.00000 1.23800e-03
J001256.4+304146 3.23500 30.69610 14.00000 5.75900e-03
J001301.8+585127 3.25750 58.85750 4.00000 1.47700e-02
J001303.4+584039 3.26420 58.67750 12.00000 2.70100e-03
J001305.8+305410 3.27420 30.90280 4.00000 3.39100e-03
J001312.1+304422 3.30040 30.73940 4.00000 9.45400e-03
J001312.4+310656 3.30170 31.11580 7.00000 1.58600e-03
J001312.8+310840 3.30330 31.14470 6.00000 3.75600e-03
J001316.5+305026 3.31870 30.84060 8.00000 1.02100e-03
J001321.2+585245 3.33830 58.87940 8.00000 6.13400e-03
J001324.5+584800 3.35210 58.80000 7.00000 1.12800e-02
J001328.4+304212 3.36830 30.70330 11.00000 3.72700e-03
J001329.1+310542 3.37120 31.09500 5.00000 2.57000e-03
J001331.7+305448 3.38210 30.91330 8.00000 1.18400e-03
J001332.9+725744 3.38710 72.96220 5.00000 2.89000e-03
J001334.4+305941 3.39330 30.99470 6.00000 1.73100e-03
J001341.4+304906 3.42250 30.81830 15.00000 3.94200e-03
J001345.6+304922 3.44000 30.82280 13.00000 4.80800e-03
J001349.5+310052 3.45620 31.01440 8.00000 1.71400e-03
J001355.1+305202 3.47960 30.86720 7.00000 1.99300e-03
J001405.9+725114 3.52460 72.85390 8.00000 2.01600e-03
J001417.6-155948 3.57330 -15.99670 6.00000 2.88200e-02
J001420.0-155946 3.58330 -15.99610 9.00000 1.88600e-02
J001427.1+814752 3.61290 81.79800 8.00000 5.79600e-03
J001427.3-161244 3.61380 -16.21220 11.00000 8.55000e-03
J001434.7-160225 3.64460 -16.04030 8.00000 8.18700e-03
J001435.5-160235 3.64790 -16.04310 12.00000 6.00500e-03
J001442.7+813217 3.67790 81.53810 6.00000 2.26700e-03
J001446.6+725824 3.69420 72.97330 8.00000 3.65600e-03
J001454.6-155212 3.72750 -15.87000 8.00000 2.60000e-02
J001454.7-155210 3.72790 -15.86940 9.00000 2.32000e-02
J001459.5-161045 3.74790 -16.17920 8.00000 5.58800e-03
J001500.6-161040 3.75250 -16.17780 6.00000 7.09600e-03
J001503.0+725230 3.76250 72.87500 7.00000 1.34200e-03
J001504.1+723256 3.76710 72.54890 16.00000 4.46800e-03
J001512.0+732752 3.80000 73.46470 10.00000 7.10900e-03
J001515.7-160821 3.81540 -16.13920 7.00000 5.40400e-03
J001524.0-155542 3.85000 -15.92830 9.00000 7.90100e-03
J001527.3+723958 3.86380 72.66610 3.00000 1.59500e-02
J001528.0-160805 3.86670 -16.13470 11.00000 7.93100e-03
J001532.4-161957 3.88500 -16.33280 10.00000 5.81200e-03
J001533.1-162013 3.88790 -16.33690 9.00000 1.07500e-02
J001559.5-155936 3.99790 -15.99330 11.00000 3.34200e-03
J001559.5-161316 3.99790 -16.22110 8.00000 4.63500e-03
J001600.0-155943 4.00000 -15.99530 9.00000 2.92200e-03
J001611.0+724219 4.04580 72.70530 8.00000 1.80100e-03
J001614.5+725913 4.06040 72.98690 8.00000 1.87300e-03
J001624.5+725026 4.10210 72.84060 6.00000 2.45600e-03
J001631.3+813523 4.13040 81.59000 3.00000 7.62300e-03
J001634.3-155820 4.14290 -15.97220 14.00000 2.57700e-02
J001634.8-155805 4.14500 -15.96810 10.00000 3.48200e-02
J001651.3+813947 4.21370 81.66310 2.00000 4.39000e-02
J001704.6+733142 4.26920 73.52860 15.00000 5.07700e-03
J001705.0+733158 4.27080 73.53280 12.00000 7.63500e-03
J001705.4+811827 4.27250 81.30750 14.00000 2.86200e-03
J001707.9+813507 4.28290 81.58530 1.00000 7.00800e-02
J001722.2+163034 4.34250 16.50940 1.00000 4.23200e-02
J001725.1+163253 4.35460 16.54830 9.00000 1.57400e-03
J001727.5+304320 4.36460 30.72220 12.00000 4.24400e-03
J001730.8+161611 4.37830 16.26970 12.00000 6.26100e-04
J001733.0+733033 4.38750 73.50940 6.00000 3.75800e-03
J001736.0+163215 4.40000 16.53750 9.00000 4.57100e-04
J001737.2+305119 4.40500 30.85530 4.00000 5.61100e-03
J001739.8+310324 4.41580 31.05690 6.00000 2.88300e-03
J001740.0+162333 4.41670 16.39250 4.00000 1.74800e-03
J001740.8+163753 4.42000 16.63140 16.00000 1.33800e-03
J001743.7+305155 4.43210 30.86530 5.00000 3.88700e-03
J001745.5+161948 4.43960 16.33030 2.00000 4.33700e-03
J001749.2+732909 4.45500 73.48610 11.00000 2.37000e-03
