    0.648470242425858823E+00   -0.157326253312874309E+01   -0.983530930955081040E+00    0.904374954649502172E+01   -0.153791421640992034E+02
    0.628908881399476316E+00   -0.946964473053198752E+00   -0.174860274775191327E+01    0.901710216701337508E+01   -0.153246028908754628E+02
    0.557640204326202982E+00   -0.315956804067287100E+01   -0.370107107589142448E+00    0.913549783300371843E+01   -0.149114552148626345E+02
    0.543250774819760585E+00   -0.733363157628681428E+00   -0.175253934125536537E+01    0.910497254510575438E+01   -0.146314774587106982E+02
    0.543196305137446767E+00   -0.288136004110464850E+01   -0.227403507654543224E+01    0.904585931451215686E+01   -0.137281878921982781E+02
    0.621648742332156057E+00   -0.455739827514285611E+01   -0.133588443976438009E+01    0.909053079637578243E+01   -0.136160075877720850E+02
    0.584309075421497459E+00   -0.473452743018564703E+01   -0.431776522389382134E+00    0.912560692684302843E+01   -0.134766033339920277E+02
    0.614761578325281111E+00   -0.515957661344511820E+00   -0.280366362106839251E+01    0.904153238489728217E+01   -0.134652557367481389E+02
    0.591474248538664704E+00   -0.285104685932222024E+01   -0.190076059134415698E+01    0.902269074164503238E+01   -0.133365771310234287E+02
    0.645877098365295832E+00   -0.258679601184063213E+01   -0.437459727384161390E+00    0.902750016320413806E+01   -0.132878243961479257E+02
    0.648696866046152509E+00   -0.347473830470182765E+01   -0.636732145625155788E+00    0.901497162131678564E+01   -0.132821938072944459E+02
    0.644488746319741734E+00   -0.235780969979037147E+01   -0.737222867139702753E+00    0.902211157544425646E+01   -0.132256777910815249E+02
    0.556481823483557458E+00   -0.828410964925772042E+00   -0.245085048430802521E+01    0.905379699688795903E+01   -0.131954819640843741E+02
    0.612984581789316141E+00   -0.142837139367048671E+00   -0.165101327423088517E+01    0.903524189593106364E+01   -0.131806834112399400E+02
    0.560526818915267788E+00   -0.449882803003705867E+00   -0.175389034545038469E+01    0.905008655682546603E+01   -0.131236194309353049E+02
    0.575250313669204538E+00   -0.440209914914284361E+01   -0.123723303422572606E+01    0.913504774852628643E+01   -0.131187129401201883E+02
    0.516903798952197402E+00   -0.485786854174264171E+01   -0.123616162752336556E+01    0.914096763107457555E+01   -0.131075173577045234E+02
    0.654028594847126055E+00   -0.496690483524314619E+01   -0.389413759535460979E+00    0.904796305360552999E+01   -0.129133342216016942E+02
    0.621900003770761156E+00   -0.343724546542611087E+00   -0.161389479927307122E+01    0.906072205342183778E+01   -0.128299730063284407E+02
    0.572212002261348274E+00   -0.249339223400923160E+01   -0.102636442531498773E+01    0.912803168053313385E+01   -0.128269471527984713E+02
    0.529271377788351871E+00   -0.229342211377479854E+01   -0.218357413716446391E+01    0.909845977632370229E+01   -0.128160486945119843E+02
    0.539511495359844107E+00   -0.125870014895408611E+01   -0.195833393595096972E+01    0.909081056834612866E+01   -0.127452343663448122E+02
    0.603662070022640052E+00   -0.385186947304738680E+01   -0.859187759998544021E+00    0.910193790604860098E+01   -0.125785090976247460E+02
    0.548725231547447900E+00   -0.121271557854742174E+01   -0.112792070594865068E+01    0.910901881207778530E+01   -0.125740480598584679E+02
    0.611821405475179381E+00   -0.432372710996890675E+00   -0.280839858192738934E+00    0.904765442356683636E+01   -0.125261658353631837E+02
    0.604718906119741328E+00   -0.136399104221384748E+01   -0.144245593820879003E+01    0.909914824932876698E+01   -0.125228416349670528E+02
    0.544296625171693971E+00   -0.292688649872081186E+01   -0.132861540783829257E+01    0.913543924097267990E+01   -0.125188809215011894E+02
    0.548723239401350704E+00   -0.170340051931125114E+01   -0.275353033158817073E+01    0.910842650491052375E+01   -0.124923717399328069E+02
    0.575893441315495691E+00   -0.123437531988283578E+01   -0.138806573239136188E+01    0.911388241814316480E+01   -0.124224314220846175E+02
