MJD mag magerr flux fluxerr
58601.4181645949 2.6887968572 0.0365651354 0.0840390737 0.00283034
58601.4181877431 2.7035974071 0.0371343067 0.082901242 0.0028354795
58601.4182108912 2.6929478799 0.0367891347 0.0837183862 0.0028368122
58601.4182340394 2.686922382 0.0366319463 0.0841842888 0.0028404111
58601.4182571875 2.7102073106 0.0371912233 0.0823980769 0.0028225894
58601.4182803357 2.7076371381 0.0371519061 0.082593362 0.002826288
58601.4183034838 2.6969032769 0.0365874152 0.0834139504 0.0028109983
58601.4183266319 2.7042411649 0.036724211 0.0828521025 0.0028025035
58601.4183497801 2.7094733986 0.0369674577 0.0824537934 0.002807504
58601.4183932755 2.6949441685 0.0365241627 0.0835645988 0.0028112066
58601.4184164236 2.7066954254 0.0370869995 0.0826650304 0.0028237984
58601.4184395718 2.7336547548 0.0376471961 0.0806376937 0.0027961528
58601.4184627199 2.7051429994 0.0367013595 0.0827833125 0.0027984343
58601.4184858681 2.705355891 0.0370561887 0.0827670819 0.0028249356
58601.4185090162 2.7528520042 0.0379161363 0.0792244437 0.0027667724
58601.4185321644 2.7219519207 0.0374774893 0.081511565 0.0028137136
58601.4185553125 2.7174379598 0.0372417487 0.0818511557 0.0028076634
58601.4185784606 2.735876764 0.0377327811 0.0804728337 0.0027967798
58601.4186016088 2.7202158894 0.0378120205 0.0816420017 0.0028433721
58601.4186247569 2.7023515401 0.0370138169 0.0829964246 0.0028295242
58601.4186479051 2.6774363889 0.0365820038 0.0849230228 0.0028614298
58601.4186710532 2.7119151314 0.0372504422 0.0822685698 0.0028226403
58601.4186942014 2.7272441711 0.037528311 0.0811152165 0.0028038289
58601.4187173495 2.7118455175 0.0371443243 0.0822738448 0.0028147798
58601.4187404977 2.7166223881 0.0368603146 0.0819126629 0.0027809952
58601.4187636458 2.7239771112 0.0374656459 0.0813596657 0.0028075826
58601.418786794 2.7368604227 0.0379618398 0.0803999597 0.0028112097
58601.4188099421 2.7141691233 0.0369387063 0.0820979572 0.0027932139
58601.4188330903 2.6933933916 0.0368416789 0.083684041 0.0028396984
58601.4188562384 2.6739486844 0.0363276001 0.0851962592 0.002850673
58601.4188793866 2.6903206609 0.0366850937 0.0839212097 0.0028356428
58601.4189025347 2.6985644489 0.0369281887 0.0832864249 0.0028328422
58601.4189256829 2.746546432 0.0381761362 0.0796858899 0.0028019705
58601.418948831 2.7148064015 0.0371337452 0.0820497835 0.0028063146
58601.4189719792 2.7143628196 0.0371785679 0.0820833121 0.0028108501
58601.4189951273 2.7204694374 0.0374496972 0.0816229384 0.0028154687
58601.4190182755 2.7370848455 0.0376161974 0.0803833426 0.0027850379
58601.4190414236 2.7135415603 0.0373274746 0.0821454241 0.0028242436
58601.4190645718 2.7458318175 0.0379521977 0.0797383552 0.0027873684
58601.4190877199 2.6674147626 0.0359931918 0.0857105131 0.0028414801
58601.4191108681 2.7363442764 0.0373197506 0.08043819 0.0027649748
58601.4191340162 2.7026465809 0.0371650152 0.082973874 0.0028403107
58601.4191571643 2.6894646729 0.0363543737 0.0839873988 0.0028122956
58601.4191803125 2.6963890831 0.0370577403 0.0834534637 0.0028484819
58601.4192034606 2.7281422901 0.0371754589 0.0810481459 0.00277517
58601.4192266088 2.7317959034 0.0375403129 0.0807758689 0.002792992
58601.4192497569 2.7040345485 0.0369127437 0.0828678709 0.002817427
58601.4192729051 2.6982012314 0.0364506864 0.0833142919 0.0027971476
58601.4192960532 2.7350953156 0.0376403023 0.0805307741 0.0027919339
58601.4193192014 2.7164546409 0.0371028015 0.0819253195 0.0027997226
58601.4193423495 2.7010461715 0.0367781625 0.0830962703 0.0028148919
58601.4193654977 2.709069134 0.0369146472 0.0824845 0.0028045374
58601.4193886458 2.7119710725 0.0370257622 0.0822643311 0.0028054707
58601.419411794 2.7099471184 0.0366414832 0.0824178256 0.0027815339
58601.4194349421 2.6888139778 0.0371572597 0.0840377486 0.0028761283
58601.4194580903 2.7170643981 0.0374803485 0.0818793226 0.0028266239
58601.4194812384 2.7314650319 0.0379804528 0.0808004887 0.0028265996
58601.4195043866 2.719383003 0.0372236907 0.0817046547 0.0028012792
58601.4195275347 2.7427122946 0.0380820129 0.0799677878 0.0028049501
58601.4195506829 2.7031736781 0.0369923681 0.0829336021 0.0028257441
58601.419573831 2.7012347824 0.0367937793 0.0830818363 0.002815598
58601.4195969792 2.692222974 0.0366459286 0.0837743005 0.0028276568
58601.4196201273 2.6940924295 0.0363820804 0.0836301794 0.0028024684
58601.4196432755 2.7048353053 0.0369832548 0.0828067763 0.0028207277
58601.4196664236 2.7285970129 0.0378450011 0.0810142088 0.0028239687
58601.4196895718 2.7120738777 0.0372759435 0.0822565421 0.0028241597
58601.4197127199 2.7324387082 0.0380620986 0.0807280601 0.0028301367
58601.4197358681 2.6871441185 0.0363844552 0.0841670978 0.0028206447
58601.4197590162 2.7274796723 0.0378313822 0.0810976241 0.0028258591
58601.4197821643 2.7166233639 0.0372523811 0.0819125893 0.0028105729
58601.4198053125 2.7264757225 0.0374028002 0.0811726475 0.0027964302
58601.4198284606 2.7187395956 0.0374406805 0.0817530872 0.002819279
58601.4198516088 2.7164406211 0.0375336521 0.0819263774 0.0028322706
58601.4198747569 2.6931690271 0.0371395278 0.0837013358 0.0028632478
58601.4198979051 2.7482285956 0.0379042297 0.0795625258 0.0027777068
58601.4199210532 2.6645733694 0.0358342217 0.085935113 0.0028363433
58601.4199442014 2.689688463 0.0366651526 0.0839700893 0.0028357522
58601.4199673495 2.6996841524 0.0369014628 0.0832005772 0.0028278742
58601.4199904977 2.6896552876 0.0367382424 0.0839726551 0.0028414919
58601.4200136458 2.7101828508 0.0371961001 0.0823999332 0.0028230231
58601.420036794 2.6885086851 0.0366079566 0.084061382 0.0028344068
58601.4200599421 2.7083436142 0.036912234 0.082539637 0.0028062286
58601.4200830903 2.722392799 0.0373551005 0.0814784728 0.0028033863
58601.4201062384 2.7053663168 0.0370054796 0.0827662871 0.0028210428
58601.4201293866 2.735653885 0.0377127391 0.0804893548 0.0027958681
58601.4201525347 2.6858612939 0.0359772925 0.0842666022 0.0027923774
58601.4201756829 2.6963280425 0.036785165 0.0834581557 0.0028276891
58601.420198831 2.7104087731 0.0372045646 0.082382789 0.002823078
58601.4202219792 2.7312111877 0.0383420707 0.0808193819 0.0028541793
58601.4202451273 2.7060935739 0.0366233487 0.0827108665 0.0027900423
58601.4202682755 2.7164607892 0.0375585173 0.0819248555 0.0028340942
58601.4202914236 2.6777894749 0.0365660994 0.08489541 0.0028592558
58601.4203145718 2.7248627006 0.0380024963 0.0812933311 0.0028454909
58601.4203377199 2.6714345656 0.0358367938 0.0853937673 0.0028186781
58601.4203608681 2.6735809143 0.036203081 0.0852251225 0.0028418642
58601.4203840162 2.7055916095 0.0365991134 0.0827491147 0.0027894853
58601.4204071643 2.6961202929 0.0365469255 0.0834741264 0.0028099131
58601.4204303125 2.7042818643 0.036277705 0.0828489968 0.0027683259
58601.4204534606 2.7037146706 0.0366896362 0.0828922889 0.0028012231
58601.4204766088 2.7240773982 0.0372024216 0.0813521511 0.0027875997
58601.4204997569 2.7687052031 0.0384039387 0.0780760653 0.0027617467
58601.4205229051 2.7491177464 0.0377335183 0.0794973957 0.0027629331
58601.4205460532 2.7138459496 0.0367909687 0.0821223976 0.0027828705
58601.4205692014 2.6858367182 0.0358493568 0.0842685096 0.0027825107
58601.4205923495 2.7206977672 0.0371244696 0.0816057749 0.0027904312
58601.4206154977 2.7184604213 0.0366738635 0.081774111 0.0027622479
58601.4206386458 2.7422357424 0.037552071 0.0800028951 0.0027671312
58601.420661794 2.71899878 0.036861107 0.0817335736 0.0027749747
58601.4206849421 2.7072843127 0.0367004877 0.0826202063 0.0027928543
58601.4207287616 2.7137437695 0.036880983 0.0821301266 0.0027899418
58601.4207519097 2.6971676151 0.0364207931 0.0833936445 0.0027975156
58601.4207750579 2.7369884849 0.0372364782 0.0803904771 0.0027571689
58601.420798206 2.7123021384 0.0365456412 0.0822392507 0.0027682473
58601.4208213542 2.7535131164 0.0379385449 0.0791762181 0.0027667224
58601.4208445023 2.7080602584 0.0369894051 0.082561181 0.0028128295
58601.4208676505 2.7581509266 0.0381929587 0.0788387318 0.0027734037
58601.4208907986 2.7226921976 0.0368433289 0.0814560077 0.0027642171
58601.4209139468 2.7170107992 0.0371287644 0.0818833647 0.002800247
58601.4209370949 2.7111626342 0.0365768818 0.0823256079 0.0027735231
58601.4209602431 2.7383861182 0.037333608 0.0802870596 0.0027608047
58601.4209833912 2.7004418203 0.0363452519 0.0831425369 0.002783307
58601.4210065393 2.7253436241 0.0370611225 0.0812573305 0.0027737753
58601.4210296875 2.7003684423 0.0365224172 0.0831481562 0.0027970633
58601.4210528356 2.7551499008 0.0381232687 0.0790569472 0.0027760056
58601.4210759838 2.6894485782 0.0365358042 0.0839886438 0.0028263725
58601.4210991319 2.7418251654 0.0376148812 0.0800331543 0.0027728079
58601.4211222801 2.7401146216 0.0377084154 0.0801593434 0.0027840857
58601.4211454282 2.7176360535 0.0367875267 0.0818362233 0.0027729136
58601.4211685764 2.6951098008 0.0360860532 0.0835518518 0.0027770623
58601.4211917245 2.7337532887 0.0375947039 0.0806303759 0.0027920007
58601.4212148727 2.7272554702 0.0371227324 0.0811143723 0.0027734983
58601.4212380208 2.7272382277 0.0375008023 0.0811156605 0.002801789
58601.421261169 2.7017806223 0.0365409148 0.0830400785 0.0027948424
58601.4212843171 2.705506327 0.0364213762 0.0827556148 0.0027761567
58601.4213074653 2.7172729875 0.0365354107 0.0818635936 0.002754831
58601.4213306134 2.696325109 0.0364701765 0.0834583811 0.0028034834
58601.4213537616 2.7122911121 0.0369967875 0.0822400859 0.0028024491
58601.4213769097 2.72429173 0.037297873 0.0813360932 0.0027942003
58601.4214000579 2.7064854239 0.0369200367 0.0826810209 0.0028116297
58601.421423206 2.7318564865 0.0373316818 0.0807713619 0.0027773149
58601.4214463542 2.7169496538 0.0367916877 0.0818879763 0.002774981
58601.4214695023 2.7150611803 0.0370931764 0.082030532 0.002802591
58601.4214926505 2.7698834018 0.0385221984 0.0779913862 0.0027672466
58601.4215157986 2.6915356073 0.0366306521 0.0838273538 0.0028282681
58601.4215389468 2.7008932163 0.0366788626 0.0831079775 0.0028076873
58601.4215620949 2.7032711148 0.0365780441 0.0829261598 0.0027938443
58601.421585243 2.7517931704 0.0384550958 0.0793017428 0.0028088386
58601.4216083912 2.7273495815 0.0373660041 0.0811073417 0.0027914316
58601.4216315393 2.7270614298 0.0371737126 0.0811288702 0.0027778035
58601.4216546875 2.7187180912 0.0373792159 0.0817547065 0.0028147065
58601.4216778356 2.7004710305 0.0366036246 0.0831403001 0.0028030177
58601.4217009838 2.7437903171 0.0375431309 0.0798884276 0.0027625142
58601.4217241319 2.7178905291 0.0370308082 0.0818170447 0.0027905971
58601.4217472801 2.7053324559 0.0369604284 0.0827688684 0.0028176963
58601.4217704282 2.7126718025 0.0369030437 0.0822112552 0.0027943682
58601.4217935764 2.6908788347 0.0361252574 0.0838780772 0.0027909341
58601.4218167245 2.7039913256 0.0366025934 0.0828711699 0.0027938655
58601.4218398727 2.6946887585 0.0363720113 0.083584259 0.0028001544
58601.4218630208 2.7340465488 0.0370210934 0.0806086004 0.0027486585
58601.421886169 2.7043038753 0.0362238228 0.0828473173 0.0027641582
58601.4219093171 2.7088365898 0.0367370862 0.0825021686 0.0027916453
58601.4219324653 2.7389904589 0.0376565492 0.0802423828 0.0027831364
58601.4219556134 2.7274646361 0.0372773724 0.0810987472 0.0027845152
58601.4219787616 2.7358329053 0.0374478391 0.0804760845 0.0027757718
58601.4220019097 2.7312842725 0.0368963947 0.0808139419 0.0027463785
58601.4220250579 2.697783672 0.0366875597 0.0833463396 0.0028164077
58601.422048206 2.7157050259 0.0368309495 0.081981902 0.0027811286
58601.4220713542 2.6930173447 0.0361924796 0.0837130301 0.0027906255
58601.4220945023 2.7311057736 0.0374089104 0.0808272291 0.0027849853
58601.4221176505 2.733462287 0.037244835 0.0806519896 0.0027667588
58601.4221407986 2.7653613671 0.038723617 0.0783168936 0.0027933254
58601.4221639468 2.6940229805 0.0372486091 0.0836355289 0.0028693996
58601.4221870949 2.7515181792 0.0384356795 0.0793218306 0.0028081316
58601.4222102431 2.6858132312 0.0367901675 0.0842703325 0.0028555951
58601.4222333912 2.7633174351 0.0380008582 0.0784644665 0.0027463545
58601.4222565394 2.7025515166 0.0371908651 0.0829811393 0.0028425351
58601.4222796875 2.7168709593 0.0370826539 0.0818939118 0.0027971296
58601.4223028356 2.7179779024 0.0368715255 0.0818104608 0.0027783702
58601.4223259838 2.7017111873 0.0367532927 0.0830453893 0.002811266
58601.4223491319 2.7312262334 0.0374340368 0.080818262 0.0027865467
58601.4223722801 2.7440870713 0.0376434038 0.0798665954 0.0027691356
58601.4223954282 2.7393095391 0.0375105849 0.0802188043 0.0027715338
58601.4224185764 2.7067036248 0.0366534026 0.0826644061 0.0027907633
58601.4224417245 2.7337911824 0.0375279608 0.0806275618 0.0027869467
58601.4224648727 2.7537205656 0.0382762233 0.0791610915 0.0027908148
58601.4224880208 2.740971816 0.0375040855 0.0800960822 0.0027668143
58601.422511169 2.7418669542 0.0370834948 0.080030074 0.0027335312
58601.4225343171 2.718307731 0.0368744404 0.081785612 0.0027777459
58601.4225574653 2.7061393742 0.0366651908 0.0827073775 0.0027931121
58601.4225806134 2.7466049094 0.0377082851 0.0796815982 0.0027674831
58601.4226037616 2.7462844224 0.0377600788 0.079705122 0.0027721025
58601.4226269097 2.7261475051 0.0371608387 0.0811971897 0.0027791799
58601.4226500579 2.6713774953 0.0359012859 0.0853982561 0.0028238991
58601.422673206 2.7273637775 0.0373658058 0.0811062812 0.0027913803
58601.4226963542 2.7363058235 0.037167135 0.0804410388 0.0027537653
58601.4227195023 2.7187126612 0.0364239661 0.0817551153 0.0027427886
58601.4227426505 2.7277385645 0.0373247552 0.0810782888 0.0027873513
58601.4227657986 2.7175254126 0.0369024638 0.0818445632 0.0027818606
58601.4227889468 2.7372585897 0.0371474148 0.0803704804 0.00274989
58601.4228120949 2.7718820119 0.0380181456 0.0778479526 0.0027260153
58601.4228352431 2.7167408153 0.0366245105 0.0819037287 0.0027629032
58601.4228583912 2.7439827893 0.0376292329 0.0798742667 0.002768359
58601.4228815394 2.6868343029 0.0362090972 0.0841911184 0.0028078515
58601.4229046875 2.7032788175 0.0365222226 0.0829255715 0.0027895608
58601.4229278356 2.733278749 0.0373408997 0.0806656245 0.002774364
58601.4229509838 2.7232078828 0.0366959898 0.0814173283 0.0027518554
58601.4229741319 2.7265408903 0.0369479786 0.0811677755 0.0027622596
58601.4229972801 2.7317544938 0.0373519818 0.0807789498 0.0027790862
58601.4230204282 2.7211346576 0.0371533066 0.0815729441 0.0027914752
58601.4230637616 2.7284358756 0.0372231201 0.0810262332 0.0027779766
58601.4230869097 2.7276473658 0.037255889 0.0810850994 0.0027824422
58601.4231100579 2.7220641152 0.037010216 0.0815031425 0.0027783448
58601.423133206 2.7341741412 0.0375314833 0.0805991281 0.0027862253
58601.4231563542 2.7213781009 0.0370416882 0.0815546559 0.0027824649
58601.4231795023 2.7033264097 0.0365696681 0.0829219366 0.0027930623
58601.4232026505 2.6981745802 0.0367075101 0.083316337 0.0028169248
58601.4232257986 2.7260718012 0.0367434826 0.0812028514 0.0027481584
58601.4232489468 2.7155775495 0.0368527017 0.081991528 0.0027830978
58601.4232720949 2.732420538 0.0376063396 0.0807294112 0.0027962952
58601.4232952431 2.7041743364 0.0367815178 0.0828572024 0.0028070495
58601.4233183912 2.721263939 0.0369611403 0.0815632316 0.0027767063
58601.4233415394 2.7145901364 0.036677961 0.0820661284 0.0027724217
58601.4233646875 2.6905185728 0.0363986594 0.0839059137 0.0028129896
58601.4233878357 2.6692395292 0.0360210224 0.0855665828 0.0028389019
58601.4234109838 2.7138475627 0.0368520284 0.0821222756 0.002787485
58601.4234341319 2.6929393952 0.0367638635 0.0837190404 0.0028348857
58601.4234572801 2.6741640139 0.0358304247 0.0851793643 0.0028111014
58601.4234804282 2.675304259 0.0360085479 0.0850899555 0.0028221108
58601.4235035764 2.7125007928 0.0375715668 0.082224205 0.0028454382
58601.4235267245 2.6975391637 0.0370289646 0.0833651113 0.0028432567
58601.4235498727 2.6949418209 0.0368804838 0.0835647795 0.0028386382
58601.4235730208 2.7340044129 0.0375018085 0.0806117287 0.0027844576
58601.423596169 2.7014073178 0.0371759907 0.0830686348 0.0028443942
58601.4236193171 2.7042917583 0.0369967817 0.0828482419 0.0028231724
58601.4236424653 2.732483654 0.0375881549 0.0807247183 0.0027947805
58601.4236656134 2.7757562301 0.0390867403 0.0775706638 0.0027926539
58601.4236887616 2.6980777941 0.0369647057 0.0833237644 0.0028369148
58601.4237119097 2.6866573708 0.0364462377 0.0842048394 0.0028267013
58601.4237350579 2.730375935 0.0376000784 0.0808815799 0.0028010995
58601.423758206 2.7483015876 0.0381175321 0.0795571771 0.0027931503
58601.4237813542 2.6683243862 0.0357088977 0.0856387354 0.0028166757
58601.4238045023 2.7374776031 0.0376063343 0.0803542698 0.0027833007
58601.4238276505 2.7141068476 0.0371489925 0.0821026663 0.0028092763
58601.4238507986 2.694476109 0.0365458919 0.0836006312 0.0028140919
58601.4238739468 2.7019782774 0.0369205092 0.0830249627 0.0028233618
58601.4238970949 2.7207512945 0.036859767 0.0816017518 0.0027703984
58601.4239202431 2.7538357619 0.0381777479 0.079152693 0.0027833394
58601.4239433912 2.7549205947 0.0382234166 0.0790736456 0.0027838859
58601.4239665394 2.7191961982 0.0371728257 0.0817187135 0.0027979327
58601.4239896875 2.7289986996 0.037358507 0.0809842417 0.0027866357
58601.4240128357 2.7087587236 0.0372907756 0.0825080856 0.0028339233
58601.4240359838 2.7660391153 0.0389827461 0.0782680212 0.0028102629
58601.4240591319 2.7049866679 0.037523484 0.082795233 0.0028615323
58601.4240822801 2.6934998293 0.0366286756 0.0836758376 0.0028230037
58601.4241054282 2.6935434646 0.0365498812 0.0836724748 0.0028168177
58601.4241285764 2.6807512221 0.0361571694 0.0846641419 0.0028195779
58601.4241517245 2.7338705679 0.0375102093 0.0806216668 0.0027854247
58601.4241748727 2.7507304512 0.0379778989 0.0793794014 0.0027766997
58601.4241980208 2.7521530452 0.0381360241 0.079275462 0.0027846099
58601.424221169 2.7269704417 0.0377989967 0.0811356693 0.0028247646
58601.4242443171 2.7586792618 0.0378013316 0.078800377 0.0027436301
58601.4242674653 2.7319747928 0.0377117388 0.0807625612 0.0028052838
58601.4242906134 2.7385528291 0.0378220546 0.0802747327 0.0027964956
58601.4243137616 2.6541650045 0.0360516805 0.0867628877 0.0028810426
58601.4243369097 2.7428597231 0.0381806726 0.07995693 0.0028118351
58601.4243600579 2.7151958527 0.0374917068 0.0820203577 0.0028323507
58601.424383206 2.7069967567 0.0368558719 0.082642091 0.0028054217
58601.4244063542 2.7078818474 0.037105984 0.0825747488 0.0028221583
58601.4244295023 2.7098157595 0.0369553266 0.0824277976 0.0028056979
58601.4244526505 2.7254484776 0.0375985095 0.0812494835 0.0028137234
58601.4244757986 2.7340943784 0.0376326123 0.0806050494 0.0027939381
58601.4244989468 2.7402615622 0.0372464841 0.0801484956 0.0027496082
58601.4245220949 2.7097425791 0.0371168188 0.0824333536 0.0028181485
58601.4245452431 2.7230721496 0.0375721799 0.0814275073 0.0028179137
58601.4245683912 2.7079850634 0.03673992 0.0825668991 0.0027940511
58601.4245915394 2.7413974216 0.0381180414 0.0800646909 0.002811006
58601.4246146875 2.7477311317 0.0378321906 0.0795989882 0.0027736982
58601.4246378356 2.7259392851 0.0374448895 0.081212763 0.0028009606
58601.4246609838 2.7128391832 0.0371783873 0.0821985822 0.0028147838
58601.4246841319 2.7097741222 0.0367766767 0.0824309587 0.0027922416
58601.4247072801 2.7196048882 0.0368608902 0.0816879589 0.0027734097
58601.4247304282 2.7107084697 0.0365680905 0.082360052 0.0027740166
58601.4247535764 2.720029318 0.0370470578 0.0816560322 0.0027863275
58601.4247767245 2.7494764769 0.0376009702 0.0794711338 0.0027523181
58601.4247998727 2.7015478537 0.0363611876 0.0830578832 0.0027816922
58601.4248230208 2.748731848 0.0381604651 0.0795256561 0.0027951884
58601.424846169 2.7594435399 0.0377688038 0.0787449269 0.0027393402
58601.4248693171 2.6970780705 0.036322647 0.0834005226 0.002790207
58601.4248924653 2.7265776394 0.0370423947 0.0811650283 0.0027692245
58601.4249156134 2.7326581512 0.0372414859 0.0807117455 0.0027685598
58601.4249387616 2.7194039543 0.0372207681 0.081703078 0.0028010052
58601.4249619097 2.7236589733 0.0371267343 0.0813835089 0.0027830007
58601.4249850579 2.723618956 0.037142147 0.0813865085 0.0027842587
58601.425008206 2.7552411826 0.0378382654 0.0790503008 0.002755021
58601.4250313542 2.7588149898 0.0379593215 0.0787905268 0.0027547526
58601.4250545023 2.7364456256 0.0374846556 0.0804306817 0.0027769332
58601.4250776505 2.6935165701 0.0366807246 0.0836745474 0.0028269716
58601.4251007986 2.7418252591 0.0376339291 0.0800331474 0.0027742118
58601.4251239468 2.7244966979 0.0369219851 0.0813207398 0.0027655182
58601.4251470949 2.7343899713 0.0375728976 0.0805831076 0.0027887454
58601.4251702431 2.6943696382 0.0362532275 0.0836088297 0.0027918301
58601.4251933912 2.7308414704 0.0372707555 0.0808469074 0.0027753756
58601.4252165394 2.7447726547 0.0384223462 0.0798161799 0.0028246522
58601.4252396875 2.7482197578 0.0380976112 0.0795631734 0.0027919009
58601.4252628356 2.6971599713 0.0366501026 0.0833942316 0.0028151489
58601.4252859838 2.7250013092 0.0374890074 0.0812829536 0.0028066844
58601.4253091319 2.7211709466 0.0371740202 0.0815702177 0.0027929381
58601.4253322801 2.7217343239 0.0371869462 0.0815279027 0.0027924599
58601.4253554282 2.7119590258 0.0372966831 0.0822652439 0.00282603
58601.4253989468 2.7303443035 0.0376282648 0.0808839363 0.002803281
58601.4254220949 2.7246708251 0.0376033506 0.0813076989 0.002816102
58601.4254452431 2.7329997647 0.0378886346 0.0806863545 0.0028157832
58601.4254683912 2.7292035766 0.0379556484 0.0809689615 0.0028306433
58601.4254915394 2.691408622 0.0369146471 0.0838371587 0.0028505288
58601.4255146875 2.7203447911 0.0370861061 0.0816323095 0.002788454
58601.4255378357 2.7144171056 0.0371198529 0.0820792081 0.0028062707
58601.4255609838 2.708725686 0.0368354561 0.0825105963 0.0027994063
58601.4255841319 2.7031329382 0.0369056764 0.0829367141 0.0028192277
58601.4256072801 2.704515986 0.0368962179 0.0828311337 0.0028149172
58601.4256304282 2.6925069507 0.0366219158 0.083752392 0.002825065
58601.4256535764 2.7337940309 0.0375977325 0.0806273503 0.0027921208
58601.4256767245 2.714647924 0.0367577536 0.0820617606 0.0027783052
58601.4256998727 2.6902271613 0.0359346936 0.083928437 0.0027778785
58601.4257230208 2.7070777198 0.0368447494 0.0826359287 0.0028043659
58601.425746169 2.7293943384 0.0369609032 0.0809547367 0.0027559733
58601.4257693171 2.7253658036 0.0372427838 0.0812556705 0.0027873145
58601.4257924653 2.7405222598 0.0370606155 0.0801292534 0.0027352302
58601.4258156134 2.7484037823 0.0372315399 0.0795496892 0.0027279704
58601.4258387616 2.7378082363 0.0372468126 0.0803298037 0.0027558526
58601.4258619097 2.6991923422 0.0362453125 0.0832382734 0.0027788498
58601.4258850579 2.7583550106 0.037562049 0.078823914 0.0027270772
58601.425908206 2.7173770744 0.0369319767 0.0818557459 0.0027844658
58601.4259313542 2.7349955343 0.0370105984 0.0805381754 0.0027454786
58601.4259545023 2.7145252433 0.0368067791 0.0820710335 0.0027823251
58601.4259776505 2.7394746202 0.0376906393 0.0802066083 0.0027844141
58601.4260007986 2.7048612248 0.036636442 0.0828047995 0.0027942095
58601.4260239468 2.7224090194 0.0371564947 0.0814772556 0.0027884399
58601.4260470949 2.7100519153 0.0368702269 0.0824098709 0.0027986282
58601.4260702431 2.7366322012 0.0375112923 0.0804168615 0.002778429
58601.4260933912 2.7436834364 0.0378413052 0.0798962922 0.0027847287
58601.4261165394 2.737856358 0.0372188671 0.0803262434 0.0027536629
58601.4261396875 2.7096190028 0.0370624661 0.0824427365 0.002814342
58601.4261628356 2.7406099827 0.0374647254 0.0801227795 0.0027648318
58601.4261859838 2.7427876597 0.0376833178 0.0799622371 0.0027753914
58601.4262091319 2.7538406305 0.0378708079 0.079152338 0.0027609496
58601.4262322801 2.7183366409 0.0366538921 0.0817834343 0.0027610585
58601.4262554282 2.7022949014 0.0368651955 0.0830007543 0.0028183099
58601.4262785764 2.7443355282 0.0375203709 0.079848321 0.0027594535
58601.4263017245 2.7002459603 0.036769911 0.0831575366 0.0028163353
58601.4263248727 2.7459626625 0.0378156981 0.0797287463 0.0027770086
58601.4263480208 2.7219316171 0.0370775046 0.0815130893 0.0027837358
58601.426371169 2.733767433 0.0380551068 0.0806293255 0.002826156
58601.4263943171 2.7335047442 0.0383700541 0.0806488358 0.0028502351
58601.4264174653 2.7298407366 0.0385460405 0.0809214592 0.0028729869
58601.4264406134 2.7355928116 0.0386415457 0.0804938825 0.0028648872
58601.4264637616 2.7406799302 0.0383461033 0.0801176179 0.0028296937
58601.4264869097 2.7004641468 0.0374593979 0.0831408272 0.002868569
58601.4265100579 2.7423871776 0.0385843285 0.0799917373 0.0028427995
58601.426533206 2.7186628712 0.0377671932 0.0817588646 0.0028440664
58601.4265563542 2.7551313885 0.0388291537 0.0790582951 0.0028274539
58601.4265795023 2.7329296713 0.0384969309 0.0806915637 0.0028611749
58601.4266026505 2.7100819636 0.0376272049 0.0824075902 0.0028560074
58601.4266257986 2.6707564604 0.03657736 0.0854471173 0.0028787234
58601.4266489468 2.6907415191 0.0369755183 0.0838886861 0.0028569841
58601.4266720949 2.7343887007 0.0381295271 0.0805832019 0.002830063
58601.4266952431 2.7235739573 0.0383054672 0.0813898817 0.0028715828
58601.4267183912 2.6982233365 0.0375430357 0.0833125957 0.0028809135
58601.4267415394 2.7359675127 0.0385133838 0.0804661078 0.0028544
58601.4267646875 2.7180385664 0.0386456989 0.0818058899 0.0029118963
58601.4267878356 2.7475588875 0.0389268012 0.079611617 0.0028544032
58601.4268109838 2.7158568378 0.0382852724 0.0819704397 0.0028905412
58601.4268341319 2.7182898054 0.0378280899 0.0817869623 0.0028496312
58601.4268572801 2.78130006 0.0394425455 0.0771755931 0.0028037228
58601.4268804282 2.7079022293 0.0374607407 0.0825731987 0.0028490865
58601.4269035764 2.7152070257 0.0374925299 0.0820195136 0.0028323838
58601.4269267245 2.7107545053 0.0372807744 0.08235656 0.0028279602
58601.4269498727 2.7008812059 0.0371259587 0.0831088968 0.002841943
58601.4269730208 2.694322664 0.036590172 0.0836124471 0.0028178998
58601.426996169 2.7045540716 0.0369052663 0.0828282282 0.0028155087
58601.4270193171 2.7500731133 0.0379625061 0.0794274747 0.0027772552
58601.4270424653 2.7039694646 0.0369227294 0.0828728385 0.0028183581
58601.4270656134 2.732802537 0.0378435504 0.0807010128 0.0028129436
58601.4270887616 2.7449387408 0.038140081 0.0798039713 0.0028034723
58601.4271119097 2.7649167408 0.0386471158 0.0783489722 0.0027889489
58601.4271350579 2.7591475959 0.0386399265 0.0787663937 0.002803286
58601.427158206 2.7364357118 0.0376336463 0.0804314161 0.0027879962
58601.4271813542 2.7058711543 0.0371291317 0.082727812 0.0028291534
58601.4272045023 2.6938968919 0.0367382846 0.0836452422 0.0028304161
58601.4272276505 2.717272984 0.037165729 0.0818635938 0.0028023581
58601.4272507986 2.7494508572 0.0377875582 0.0794730091 0.0027660412
58601.4272739468 2.705043873 0.036897877 0.0827908708 0.0028136754
58601.4272970949 2.7382099125 0.0378311912 0.0803000906 0.0027980548
58601.4273202431 2.722573097 0.0371455061 0.0814649436 0.002787194
