2458306.71574857 2.6699359036 0.2815099568 0.0855117193 0.0221722395
2458306.71578329 2.0881185551 0.1811875903 0.1461344394 0.0243877194
2458306.71581801 2.4588281993 0.2464123347 0.1038648792 0.0235733512
2458306.71585273 2.3473930779 0.2250563883 0.1150913724 0.0238574639
2458306.71588745 2.1285298983 0.1815736501 0.1407952621 0.0235467529
2458306.71592218 2.0307293478 0.1814613588 0.1540665157 0.0257503171
2458306.71595689 2.1486282442 0.1836962056 0.1382129391 0.0233850902
2458306.71599161 1.9392206789 0.1643385254 0.167614555 0.0253712156
2458306.71602633 1.6886768609 0.1298719 0.2111199409 0.0252542579
2458306.71606106 2.2188552746 0.1950167427 0.1295561072 0.0232712628
2458306.71609578 2.1555990505 0.187822273 0.1373284062 0.0237573302
2458306.7161305 1.8542426349 0.1489848265 0.181260405 0.0248733996
2458306.71616522 2.2747741189 0.2115220531 0.1230524748 0.0239737608
2458306.71619993 2.2668245431 0.2070661279 0.1239567505 0.023641194
2458306.71623466 2.1131336571 0.1838440963 0.1428060271 0.0241816754
2458306.71626938 1.9079605257 0.1547737046 0.1725106016 0.0245925255
2458306.7163041 2.1194211825 0.1846017237 0.1419814238 0.0241411215
2458306.71633882 1.8826444862 0.1571453326 0.1765802818 0.0255584113
2458306.71637355 2.1518471382 0.1911104125 0.1378037845 0.02425692
2458306.71640827 1.8488879517 0.1530516128 0.1821565614 0.0256786916
2458306.71644299 1.9137824287 0.1516010137 0.171588046 0.0239595852
2458306.7164777 1.9753079073 0.1595480818 0.1621350228 0.0238264087
2458306.71651242 2.2732825385 0.1978360084 0.12322164 0.0224534194
2458306.71654715 1.7988363714 0.146239527 0.1907503974 0.0256933296
2458306.71658187 1.736033113 0.1279998474 0.2021095126 0.0238279329
2458306.71661659 2.0387451131 0.1651952211 0.152933263 0.0232696364
2458306.71665131 1.6703438981 0.1276733096 0.2147150274 0.0252494963
2458306.71668604 1.7775455828 0.1422098184 0.1945278411 0.0254801225
2458306.71672075 1.746238414 0.1363787159 0.2002186987 0.0251501971
2458306.71675547 1.9638176959 0.1634828716 0.1638599891 0.0246737603
2458306.71679019 1.9941875503 0.1623646862 0.1593400613 0.0238290495
2458306.71682491 1.84518604 0.1412065184 0.1827787 0.0237722611
2458306.71685964 1.8345840985 0.1452482586 0.1845722305 0.0246926361
2458306.71689436 1.780525404 0.1369490427 0.1939946881 0.0244702835
2458306.71692908 1.5647813699 0.1247096318 0.2366396161 0.0271817623
2458306.71696379 1.7843669056 0.1439319428 0.1933095179 0.0256271663
2458306.71699852 2.1026242971 0.172182734 0.1441950265 0.0228680979
2458306.71703324 1.5376964103 0.1153245426 0.242617116 0.0257711227
2458306.71706796 1.9115272501 0.1481621691 0.1719448212 0.0234647856
