MJD mag magerr flux fluxerr
58703.3944950596 2.8034495329 0.0327628013 0.0756171295 0.0022818725
58703.3945297954 2.7673182467 0.0321804662 0.0781758661 0.0023171556
58703.3945645312 2.7915790221 0.0320589214 0.0764483984 0.0022573945
58703.394599267 2.7937427483 0.0323933294 0.0762961987 0.0022764004
58703.3946340028 2.7951675907 0.0322524043 0.0761961387 0.0022635246
58703.3946687386 2.8167963142 0.0333997537 0.0746932703 0.0022978142
58703.3947034744 2.8072483206 0.0329009307 0.0753530216 0.0022834895
58703.3947382102 2.7872547713 0.0325801061 0.0767534828 0.0023032482
58703.394772946 2.8116147092 0.0330823767 0.075050591 0.0022868674
58703.3948076818 2.7730868961 0.0320005177 0.0777616096 0.0022919884
58703.3948424176 2.8200015492 0.0329446339 0.0744730911 0.002259822
58703.3948771534 2.812353111 0.0329158354 0.0749995669 0.002273808
58703.3949118892 2.7805351592 0.0320901647 0.0772299825 0.0022826958
58703.394946625 2.8066074518 0.0329743084 0.0753975127 0.0022899335
58703.3949813608 2.7762507663 0.0320564347 0.0775353396 0.0022893125
58703.3950160966 2.8269188096 0.0333547245 0.0740001289 0.0022734217
58703.3950508324 2.8391499059 0.0333128147 0.0731711764 0.0022451302
58703.3950855682 2.7969102164 0.0323601195 0.0760739407 0.002267442
58703.395120304 2.8264611946 0.0332788413 0.074031325 0.0022692058
58703.3951550398 2.7926993769 0.0323546772 0.0763695531 0.0022758702
58703.3951897756 2.7679981397 0.032406607 0.0781269273 0.0023319781
58703.3952245114 2.7802098195 0.032214948 0.0772531278 0.0022922589
58703.3952592472 2.8153857439 0.0330042946 0.0747903736 0.0022735595
58703.395293983 2.8106074445 0.033101428 0.0751202496 0.0022903081
58703.3953287188 2.762798108 0.031928255 0.0785020064 0.0023085862
58703.3953634546 2.8641769659 0.0340214342 0.071503815 0.0022406395
58703.3953981904 2.7079744641 0.0306194698 0.0825677052 0.0023286169
