    0.638345622171675869E-01    0.779248331628559360E-01    0.440901984667291136E+00    0.862996163510494512E+02    0.586014316528247946E+05    0.998377380952123028E+00    0.390589963421972497E+01    0.379608623894603897E+04
    0.669318547321833268E-01    0.753237831235348404E-01    0.394907650303151281E+00    0.864674889293201971E+02    0.586014316300583305E+05    0.997900607712170151E+00    0.217260955475777484E+01    0.379679311499554160E+04
    0.730058074188008194E-01    0.756565243052829545E-01    0.430861985303988948E+00    0.861298303367788378E+02    0.586014316498782136E+05    0.999455327952369244E+00    0.188895176997035774E+01    0.379727934329683012E+04
    0.487076605411833619E-01    0.105489817960224594E+00    0.384014395274365039E+00    0.857761510800558966E+02    0.586014316465992670E+05    0.997238345090214917E+00    0.151975332437697741E+01    0.379783162593763518E+04
    0.698993393775689115E-01    0.760574171252413611E-01    0.414277750699250547E+00    0.864261122973388467E+02    0.586014316396772992E+05    0.996042623338835087E+00    0.400594019263052215E+00    0.379783172853281349E+04
    0.821660826019537383E-01    0.704278035619572140E-01    0.441590688042359181E+00    0.864673812042806276E+02    0.586014316260852793E+05    0.997412354378532928E+00    0.288063071382172309E+01    0.379789321657025812E+04
    0.888386519772745575E-01    0.583950526208737442E-01    0.353290362545222059E+00    0.874323987162651122E+02    0.586014316467262179E+05    0.996970060861819496E+00    0.677550497847326683E+00    0.379790989699491820E+04
    0.777093695657413291E-01    0.683480757786342069E-01    0.460848206697095364E+00    0.865188646402650505E+02    0.586014316324203319E+05    0.999017735777424365E+00    0.229086284361538972E+01    0.379792998657727367E+04
    0.769215472249118321E-01    0.655310897081256144E-01    0.429192712622648909E+00    0.868898734969443041E+02    0.586014316469159749E+05    0.999305204442975992E+00    0.398559883837897422E+01    0.379808752181973614E+04
    0.546954140660804514E-01    0.908439192785347183E-01    0.470345914007417709E+00    0.862334028196283668E+02    0.586014316363238904E+05    0.998274278404718718E+00    0.340745593626141252E+01    0.379816474983266198E+04
    0.504519647195436419E-01    0.986564385808091915E-01    0.410824750590899013E+00    0.858521674787039757E+02    0.586014316357585631E+05    0.995560545646235751E+00    0.112480723056830567E+01    0.379818886445555108E+04
    0.789983848462688099E-01    0.625271854606248567E-01    0.379682549923691437E+00    0.867681395118935370E+02    0.586014316396284776E+05    0.995499920036513775E+00    0.768001755255161456E+00    0.379819180617637494E+04
    0.843402403704568288E-01    0.670439899461147404E-01    0.380144515318505016E+00    0.863474967212049904E+02    0.586014316462741044E+05    0.997041927399725081E+00    0.111988202557829797E+01    0.379819647009176697E+04
    0.642834263003140838E-01    0.870539396712343566E-01    0.468642453363473876E+00    0.859709856291949279E+02    0.586014316510508434E+05    0.996887974371000185E+00    0.599594016852534550E+00    0.379850559013192105E+04
    0.722184624640953843E-01    0.849202211453064515E-01    0.439315395366011163E+00    0.858047583724697063E+02    0.586014316531405711E+05    0.998337574904313074E+00    0.205380158266953616E+01    0.379868740868054829E+04
    0.750222802748566203E-01    0.688437768152692087E-01    0.375207404209311535E+00    0.864823298876230382E+02    0.586014316417950031E+05    0.993957324803294684E+00    0.103772238069999606E+00    0.379876548370656883E+04
    0.731774335418691607E-01    0.712097513096623391E-01    0.379834509615118165E+00    0.863062014619025462E+02    0.586014316385382554E+05    0.998247441312370976E+00    0.248804435277211056E+01    0.379882686407294887E+04
    0.707372050721627593E-01    0.785685940293027740E-01    0.420892256365413275E+00    0.861453554715086369E+02    0.586014316207728552E+05    0.996014903087003134E+00    0.104006167980922593E+01    0.379901455263897060E+04
    0.890418842433181590E-01    0.555000985439106226E-01    0.394074289585273740E+00    0.875362103330647869E+02    0.586014316202027767E+05    0.998621870825044722E+00    0.184848166485695020E+01    0.379912120333951498E+04
    0.670114139244740725E-01    0.793831362974297405E-01    0.403309834912742693E+00    0.860351416805543039E+02    0.586014316395333008E+05    0.994591009197930642E+00    0.417792500812671896E+01    0.379917760921154149E+04
    0.855062359103132275E-01    0.677136158549695305E-01    0.454031477455208221E+00    0.864410374004627471E+02    0.586014316378850999E+05    0.997956209073656897E+00    0.491401012874248000E+01    0.379925333636322148E+04
    0.773802974457047099E-01    0.802933389419375754E-01    0.406345445684268558E+00    0.859992473191459652E+02    0.586014316404547717E+05    0.997454345611106463E+00    0.706479807924256464E+00    0.379933201003542763E+04
    0.563706148376792171E-01    0.931022039425104947E-01    0.434497475030610203E+00    0.860839270209165477E+02    0.586014316494181840E+05    0.995643904478061836E+00    0.266625659884073940E+01    0.379937397341881297E+04
    0.846089060608397753E-01    0.524167260970122562E-01    0.440609687755451784E+00    0.879755849319129624E+02    0.586014316412554981E+05    0.997822268973731497E+00    0.631558519773474991E+00    0.379948386004367921E+04
    0.649449439625416625E-01    0.842344657801533947E-01    0.437398506355179628E+00    0.860653272417725930E+02    0.586014316530770593E+05    0.995692019902010728E+00    0.380631683536163035E+01    0.379948416157051997E+04
    0.882556224732382044E-01    0.667745606631363342E-01    0.421957853064185706E+00    0.865681420627743705E+02    0.586014316293773518E+05    0.997241329084609607E+00    0.243730627920683629E+01    0.379957063378955900E+04
    0.558560054774559986E-01    0.984850516491255767E-01    0.403236298587004549E+00    0.855995609040966912E+02    0.586014316475078085E+05    0.996538705637442845E+00    0.108632610153046416E+01    0.379966593409849111E+04
    0.866315607686734268E-01    0.573806690487922710E-01    0.351892082167444331E+00    0.874256311882715806E+02    0.586014316505126699E+05    0.998425074432298443E+00    0.277853059506342381E+01    0.379978463228101145E+04
    0.828288019401383080E-01    0.599173413301741925E-01    0.347458318218893836E+00    0.871245375402976379E+02    0.586014316425495999E+05    0.998052970901665004E+00    0.234673519683325171E+01    0.379982680584393393E+04
    0.836137082541681537E-01    0.499824480751562897E-01    0.366745909851001806E+00    0.884641296854367170E+02    0.586014316348890570E+05    0.998962594586455532E+00    0.407206318673796996E+01    0.379986681586174427E+04
